task_id,robot_id,zone_id,assigned_at,started_at,completed_at,task_type,priority,status,items_count,distance_m,time_taken_min,efficiency_score,reassignment_count,order_id,batch_id,aisle_number,rack_level,weight_total_kg,error_flag
12567727,437920,216408,2025-05-23 14:28:34,2025-05-23 15:09:34,2025-05-23 20:01:34,Replenish,3,Partial,396,12.76,292,0.814,1,90392431,9153817,34,3,15.62,0
64476407,461387,211550,2025-06-02 19:00:21,2025-06-02 19:33:21,2025-06-02 23:49:21,Dropoff,3,Completed,31,18.45,256,0.449,0,71815987,6360075,48,6,19.37,0
31619295,439871,238978,2023-01-24 06:48:59,2023-01-24 07:25:59,2023-01-24 14:28:59,Pickup,2,Completed,302,92.58,423,0.86,0,25218018,3860355,48,6,45.15,0
49149438,490269,221982,2023-07-25 11:21:52,2023-07-25 13:15:52,2023-07-25 19:50:52,Pickup,5,Completed,201,81.8,395,0.632,2,24615676,5739277,24,4,47.7,0
61878676,490269,247949,2025-07-10 08:56:56,2025-07-10 09:37:56,2025-07-10 16:08:56,Sort,3,Completed,454,42.01,391,0.682,0,68068206,5482654,42,5,24.25,0
61862339,444499,210830,2024-02-13 00:17:05,2024-02-13 01:08:05,2024-02-13 05:26:05,Sort,2,Cancelled,15,159.77,258,0.515,0,97321006,1416417,3,3,10.45,0
85653509,417668,242832,2026-04-03 01:50:07,2026-04-03 02:10:07,2026-04-03 05:25:07,Dropoff,3,In Progress,118,29.4,195,0.534,0,40161385,5264255,6,5,1.39,0
60298311,492624,217119,2026-04-05 21:20:37,2026-04-05 22:33:37,2026-04-06 05:50:37,Pickup,3,Completed,39,99.26,437,0.727,0,70020377,3996435,43,4,41.01,0
64845963,461387,242832,2025-02-23 20:00:39,2025-02-23 21:23:39,2025-02-23 23:29:39,Sort,3,Completed,106,55.26,126,0.456,4,47462558,8270952,10,1,0.51,1
64122886,493771,249237,2023-04-28 20:59:13,2023-04-28 22:58:13,2023-04-29 03:19:13,Pickup,5,Cancelled,306,114.41,261,0.428,0,62522638,8506423,5,2,35.99,0
73272261,474653,207246,2023-03-10 08:21:37,2023-03-10 09:03:37,2023-03-10 09:56:37,Dropoff,3,Cancelled,499,249.56,53,0.649,1,13921968,8443802,27,3,23.64,0
17320816,464636,235659,2023-04-01 18:20:29,2023-04-01 19:35:29,2023-04-01 19:42:29,Sort,4,Completed,373,78.03,7,0.381,0,36691419,1369710,35,2,33.22,0
23759717,407078,221982,2024-11-20 04:23:57,2024-11-20 05:33:57,2024-11-20 10:47:57,Pickup,3,Completed,277,23.62,314,0.395,0,13061039,2452775,45,5,45.52,0
97051104,404891,227751,2023-02-08 21:48:55,2023-02-08 22:51:55,2023-02-08 23:15:55,Pickup,4,Completed,422,23.81,24,0.678,0,76977396,3491699,27,5,22.66,1
89544998,480494,235198,2023-07-31 17:06:38,2023-07-31 17:07:38,2023-07-31 23:49:38,Sort,3,Completed,88,136.83,402,0.769,0,73281406,5519228,24,6,15.8,0
11279046,481169,225896,2025-10-12 16:08:31,2025-10-12 16:10:31,2025-10-12 18:49:31,Transfer,3,Completed,238,93.11,159,0.566,0,46342851,6741946,3,7,41.89,0
68922878,492624,246274,2024-08-13 16:18:26,2024-08-13 16:18:26,2024-08-13 19:27:26,Dropoff,4,Partial,5,81.37,189,0.536,0,40684656,8975743,8,3,19.57,0
30363736,425202,205716,2023-07-08 21:07:23,2023-07-08 21:22:23,2023-07-08 23:06:23,Putaway,3,Completed,364,71.24,104,0.335,0,45651908,3432850,39,1,29.57,0
78961510,489133,210770,2025-01-21 03:49:14,2025-01-21 04:56:14,2025-01-21 12:26:14,Sort,2,Completed,357,164.57,450,0.665,0,48086570,6736300,40,6,17.86,0
78256377,492624,222099,2025-03-01 05:09:15,2025-03-01 06:02:15,2025-03-01 07:07:15,Transfer,2,Completed,386,55.61,65,0.927,0,83612441,1996236,8,3,11.05,0
91093648,459528,206925,2024-04-13 13:49:35,2024-04-13 14:01:35,2024-04-13 15:41:35,Sort,4,Cancelled,274,49.0,100,0.424,0,83126564,3124842,21,4,10.84,0
55108468,475581,209294,2025-02-27 08:20:26,2025-02-27 09:15:26,2025-02-27 16:50:26,Putaway,2,Completed,486,40.24,455,0.825,1,29193361,3816012,13,5,8.96,0
35755467,404891,212996,2026-01-21 15:42:03,2026-01-21 17:16:03,2026-01-21 22:51:03,Dropoff,4,Completed,61,63.44,335,0.538,1,91117591,8676591,25,1,20.3,0
83009417,470458,215159,2024-12-10 06:22:09,2024-12-10 06:22:09,2024-12-10 08:38:09,Pickup,4,Completed,262,29.07,136,0.897,0,55779270,1679340,11,3,36.32,0
95786941,443800,247949,2023-07-05 13:06:31,2023-07-05 13:20:31,2023-07-05 14:28:31,Sort,2,Completed,260,30.05,68,0.541,0,53780375,9763365,31,1,2.03,1
66113728,496760,208059,2023-02-08 12:42:51,2023-02-08 13:00:51,2023-02-08 16:03:51,Pickup,4,Completed,379,79.59,183,0.532,0,15160858,6675102,10,1,5.76,0
18815512,458126,215159,2025-11-16 12:46:26,2025-11-16 13:06:26,2025-11-16 20:28:26,Pickup,4,Completed,152,14.93,442,0.822,0,74968463,8495332,6,4,5.29,0
17044891,448716,241320,2024-12-15 20:03:34,2024-12-15 21:44:34,2024-12-15 22:48:34,Pickup,3,Partial,396,172.98,64,0.437,1,86908675,3980932,3,1,8.2,0
43333627,449141,217119,2026-02-05 17:49:10,2026-02-05 19:12:10,2026-02-05 22:56:10,Replenish,4,In Progress,46,76.59,224,0.771,0,96110348,7773318,34,2,12.82,0
74502593,492624,215159,2023-12-11 20:17:30,2023-12-11 21:51:30,2023-12-12 01:45:30,Dropoff,3,Completed,357,7.68,234,0.501,0,61166615,3912801,15,4,13.44,0
55679369,402785,246274,2025-12-10 17:37:55,2025-12-10 18:48:55,2025-12-11 02:16:55,Sort,5,Completed,137,40.08,448,0.932,2,19535996,2515962,5,5,5.4,0
58067478,449202,205716,2025-11-05 09:00:54,2025-11-05 10:37:54,2025-11-05 17:06:54,Replenish,4,Cancelled,362,146.13,389,0.321,0,61767981,4598679,33,7,20.66,0
11500966,409807,232480,2024-04-14 08:44:46,2024-04-14 09:13:46,2024-04-14 12:33:46,Replenish,2,Completed,481,92.9,200,0.71,0,43910097,6824664,34,7,61.78,0
63550074,472285,208059,2026-03-22 12:33:04,2026-03-22 13:46:04,2026-03-22 15:07:04,Sort,3,Completed,36,48.18,81,0.319,0,73724718,4251232,3,1,32.21,0
96868456,425869,249797,2023-02-21 21:50:46,2023-02-21 22:19:46,2023-02-22 05:44:46,Sort,3,Completed,116,78.47,445,0.992,0,51389952,1404143,38,6,0.56,0
98052127,51370,235198,2023-03-09 02:57:51,2023-03-09 02:57:51,2023-03-09 03:00:51,Replenish,4,In Progress,434,14.33,3,0.916,0,77313819,3511617,11,4,12.41,0
97288576,430610,220452,2023-02-19 20:52:23,2023-02-19 21:35:23,2023-02-20 04:35:23,Replenish,4,Completed,112,86.97,420,0.721,0,50059278,7751570,33,2,2.23,0
47062883,424502,247949,2023-09-07 09:07:46,2023-09-07 10:12:46,2023-09-07 16:54:46,Pickup,4,Completed,204,22.59,402,0.85,0,84488719,6003627,46,2,0.83,0
60242580,486697,205716,2025-06-19 21:35:04,2025-06-19 22:57:04,2025-06-20 05:51:04,Cycle Count,3,Completed,252,118.19,414,0.916,0,98769799,3454439,33,3,46.17,0
37798444,496002,235198,2024-02-27 03:20:52,2024-02-27 03:31:52,2024-02-27 04:05:52,Replenish,3,Partial,237,20.51,34,0.389,0,66690019,8980437,17,6,33.86,0
55646646,436371,225644,2023-02-19 12:43:30,2023-02-19 13:00:30,2023-02-19 16:47:30,Sort,3,Completed,418,18.56,227,0.819,0,81720647,5579955,41,1,28.25,0
88961228,439871,227751,2023-02-10 08:13:43,2023-02-10 08:14:43,2023-02-10 12:55:43,Putaway,3,Completed,116,103.35,281,0.704,0,96435374,6608085,32,3,34.88,0
86980337,493013,242832,2024-01-25 03:16:56,2024-01-25 04:14:56,2024-01-25 05:32:56,Pickup,4,Completed,314,11.67,78,0.68,0,89593389,3952134,11,3,41.09,1
45321941,433576,238978,2024-10-07 06:48:27,2024-10-07 08:21:27,2024-10-07 12:12:27,Dropoff,4,Completed,465,57.92,231,0.926,0,50354010,5610851,39,2,56.53,0
45932094,430610,235659,2024-10-23 18:25:01,2024-10-23 18:47:01,2024-10-23 22:34:01,Consolidate,4,Completed,366,309.36,227,0.787,0,18295675,5064733,39,1,11.99,0
94221249,470458,235198,2023-01-05 14:37:03,2023-01-05 15:16:03,2023-01-05 18:54:03,Pickup,2,In Progress,472,172.71,218,0.921,0,63034170,3765733,49,5,4.63,0
41188654,429174,235659,2024-12-25 14:30:44,2024-12-25 16:00:44,2024-12-25 20:12:44,Cycle Count,3,Completed,115,78.18,252,0.541,0,39523993,7987543,18,6,8.67,0
22882646,448716,207246,2024-08-01 06:16:46,2024-08-01 06:20:46,2024-08-01 07:38:46,Pickup,3,Completed,418,3.51,78,0.341,1,88706004,6398438,48,2,12.83,0
27741399,434124,209294,2026-03-17 12:03:45,2026-03-17 12:39:45,2026-03-17 17:40:45,Dropoff,4,Completed,114,44.83,301,0.316,0,62942382,4775132,1,5,22.7,0
55406626,464853,235212,2024-06-06 11:03:18,2024-06-06 12:48:18,2024-06-06 20:39:18,Consolidate,4,Completed,391,2.66,471,0.932,0,89719177,9941393,21,5,46.03,0
48628251,402785,240291,2024-09-26 10:32:02,2024-09-26 10:38:02,2024-09-26 16:02:02,Sort,3,Completed,447,212.58,324,0.934,0,13909631,8971116,39,6,8.15,0
64251292,427382,238978,2023-02-23 06:33:10,2023-02-23 07:07:10,2023-02-23 07:32:10,Putaway,4,Failed,39,11.47,25,0.701,0,60270653,9772035,15,7,80.32,0
10318995,489925,205969,2024-10-29 05:50:16,2024-10-29 07:38:16,2024-10-29 09:24:16,Transfer,3,Completed,16,26.41,106,0.838,0,17272363,4499038,39,6,13.6,0
19844965,449141,245938,2025-12-14 18:00:46,2025-12-14 18:01:46,2025-12-14 21:38:46,Cycle Count,2,Completed,295,67.78,217,0.377,0,81231441,8712465,41,4,5.35,1
20634860,402023,221982,2025-02-11 22:27:28,2025-02-11 23:16:28,2025-02-12 02:27:28,Putaway,5,Completed,212,125.13,191,0.431,0,48070137,8948370,2,7,38.28,0
30066938,443665,208994,2025-01-03 20:08:20,2025-01-03 20:46:20,2025-01-04 01:36:20,Replenish,3,Partial,407,135.85,290,0.327,0,64085328,2405315,17,2,3.15,0
51371311,470458,249237,2024-01-25 23:29:30,2024-01-26 00:31:30,2024-01-26 06:15:30,Replenish,4,Completed,489,10.83,344,0.732,2,98933183,1073698,11,3,12.38,0
16100580,447979,232907,2024-06-20 14:43:34,2024-06-20 15:06:34,2024-06-20 18:28:34,Dropoff,3,Completed,69,50.63,202,0.356,1,15361134,5473932,18,4,21.44,0
99340206,404891,247949,2024-08-04 12:34:46,2024-08-04 14:17:46,2024-08-04 18:44:46,Putaway,4,Completed,148,249.27,267,0.485,0,77090863,4426640,19,1,18.97,0
47215107,404891,211550,2023-04-28 00:32:57,2023-04-28 01:33:57,2023-04-28 02:24:57,Replenish,3,Completed,240,8.74,51,0.573,3,67223479,2183508,6,1,36.08,0
45118139,449141,221982,2024-07-09 19:21:20,2024-07-09 20:49:20,2024-07-10 02:01:20,Cycle Count,2,Completed,37,246.12,312,0.587,0,33349570,3129838,22,1,4.02,0
95750089,478305,242742,2024-02-16 12:35:43,2024-02-16 13:06:43,2024-02-16 20:58:43,Dropoff,4,Completed,305,141.9,472,0.674,0,90989966,8670746,17,2,24.1,0
71071490,464636,210770,2025-12-11 10:34:22,2025-12-11 11:12:22,2025-12-11 18:57:22,Pickup,5,Failed,242,39.6,465,0.393,0,94064180,9225568,45,6,10.78,0
88979587,474653,242742,2024-12-03 02:26:14,2024-12-03 04:00:14,2024-12-03 07:02:14,Cycle Count,4,Completed,46,240.41,182,0.395,0,38858328,6521063,4,7,18.82,0
36146567,475581,210770,2025-02-07 16:19:08,2025-02-07 17:14:08,2025-02-07 17:30:08,Replenish,5,Completed,54,19.87,16,0.686,0,16987302,8886921,25,3,25.3,1
93512563,474653,212996,2024-09-24 16:53:21,2024-09-24 17:34:21,2024-09-24 19:29:21,Sort,3,Failed,379,40.7,115,0.475,3,69583979,9763020,21,1,15.89,0
26958501,470249,232907,2024-08-09 14:00:40,2024-08-09 15:34:40,2024-08-09 21:04:40,Dropoff,3,Completed,401,199.57,330,0.744,0,49177434,3246148,20,5,46.21,0
80480857,464636,225644,2025-11-08 21:59:20,2025-11-08 22:53:20,2025-11-08 23:21:20,Transfer,5,Completed,95,37.3,28,0.746,0,51065489,8516833,27,7,1.78,0
65586865,489133,235198,2024-05-15 08:27:16,2024-05-15 09:23:16,2024-05-15 13:04:16,Transfer,4,Completed,7,193.76,221,0.464,0,66756111,6320560,2,1,46.63,0
27427181,425202,241320,2025-06-23 04:11:13,2025-06-23 04:24:13,2025-06-23 08:14:13,Pickup,3,Failed,364,33.81,230,0.497,0,52136422,4200532,38,3,8.4,0
45704197,444499,210830,2026-04-17 07:28:59,2026-04-17 08:15:59,2026-04-17 14:47:59,Putaway,4,Completed,394,30.18,392,0.578,0,64766563,9593901,41,5,198.36,0
28788420,458126,222099,2026-02-14 04:51:40,2026-02-14 05:17:40,2026-02-14 07:08:40,Replenish,4,Completed,32,7.44,111,0.79,0,19816632,7096690,2,7,1.42,0
64096312,475581,227057,2023-08-24 00:10:43,2023-08-24 02:03:43,2023-08-24 04:38:43,Cycle Count,4,Completed,316,0.85,155,0.467,0,19805079,1958444,8,4,18.64,0
95790893,474583,219630,2024-11-02 15:13:54,2024-11-02 15:44:54,2024-11-02 19:49:54,Putaway,5,Completed,168,62.34,245,0.651,0,80098083,8900914,49,3,2.8,0
46037353,496760,205716,2026-02-17 09:42:29,2026-02-17 10:57:29,2026-02-17 18:42:29,Replenish,5,Completed,314,25.16,465,0.57,1,56139271,1348248,11,1,18.35,0
51906759,493863,249797,2024-10-22 07:58:57,2024-10-22 08:59:57,2024-10-22 09:12:57,Cycle Count,3,Completed,391,204.47,13,0.873,1,64809898,5249320,45,2,9.8,0
69512633,461387,208994,2023-07-04 14:30:32,2023-07-04 14:37:32,2023-07-04 15:45:32,Sort,3,Completed,32,10.92,68,0.984,0,35139182,8772817,11,2,30.59,0
47372463,463487,205980,2025-11-21 06:40:14,2025-11-21 06:54:14,2025-11-21 14:31:14,Dropoff,4,Completed,138,55.28,457,0.729,0,18223001,2551178,31,2,8.71,0
45517012,492908,225896,2023-12-28 20:07:53,2023-12-28 21:16:53,2023-12-29 02:13:53,Sort,4,Completed,17,173.01,297,0.812,0,36881108,9457295,26,4,0.54,0
29100067,420863,210770,2024-06-24 23:51:45,2024-06-25 00:43:45,2024-06-25 08:42:45,Pickup,3,Completed,278,385.23,479,0.882,0,76876550,9559276,27,2,35.21,0
69629614,443665,245938,2024-09-15 19:33:46,2024-09-15 19:43:46,2024-09-16 00:55:46,Transfer,4,Completed,487,114.2,312,0.769,0,39855659,6448745,47,6,33.17,0
40252000,467263,205969,2024-02-18 15:14:10,2024-02-18 15:29:10,2024-02-18 22:17:10,Pickup,4,Failed,459,244.92,408,0.428,0,49025995,9470728,45,1,14.42,0
26007671,474241,206937,2023-05-20 15:21:23,2023-05-20 15:21:23,2023-05-20 22:58:23,Pickup,3,Completed,469,47.53,457,0.903,1,43178527,5316061,4,6,12.99,0
64814760,463487,242832,2023-08-03 09:00:37,2023-08-03 10:49:37,2023-08-03 12:35:37,Pickup,4,Cancelled,250,81.63,106,0.452,0,86797740,4908819,6,1,27.52,1
62970671,437920,205716,2024-04-06 10:24:42,2024-04-06 11:03:42,2024-04-06 16:34:42,Replenish,3,Failed,382,96.97,331,0.512,0,86469338,6987319,15,2,0.05,0
21428369,471986,209294,2025-06-16 17:03:06,2025-06-16 17:03:06,2025-06-16 23:08:06,Pickup,4,Completed,475,111.85,365,0.848,4,60971835,2499553,37,3,48.12,0
23006991,458126,221982,2025-02-22 19:09:42,2025-02-22 20:09:42,2025-02-23 01:07:42,Transfer,3,Completed,74,28.9,298,0.987,0,30109558,4371433,41,3,0.15,0
34204736,449141,208059,2023-08-02 19:59:25,2023-08-02 20:17:25,2023-08-03 02:53:25,Transfer,4,Completed,60,8.41,396,0.464,2,21510489,7047497,5,7,13.35,1
10400949,434124,211550,2026-02-17 09:01:44,2026-02-17 09:32:44,2026-02-17 11:39:44,Replenish,4,Completed,248,83.26,127,0.565,2,47627791,1430153,14,4,0.33,0
32750100,473737,208994,2025-07-06 23:18:59,2025-07-06 23:28:59,2025-07-07 03:54:59,Consolidate,5,Completed,448,68.18,266,0.606,0,65032114,1514099,13,6,8.51,0
92171089,486697,210830,2023-11-10 20:41:32,2023-11-10 22:21:32,2023-11-11 03:38:32,Cycle Count,4,Failed,409,65.04,317,0.368,0,48573332,9640276,19,4,66.98,0
62901887,490633,219630,2024-09-15 17:34:04,2024-09-15 17:54:04,2024-09-15 18:11:04,Sort,4,Completed,297,231.83,17,0.631,0,86581322,3518892,48,7,20.72,0
80760261,474653,244872,2023-07-16 01:20:51,2023-07-16 02:56:51,2023-07-16 04:45:51,Pickup,3,Completed,424,211.81,109,0.612,0,49978584,8239200,33,6,19.04,0
88216600,453225,225644,2023-09-24 19:25:48,2023-09-24 20:34:48,2023-09-25 01:38:48,Dropoff,4,Completed,68,8.1,304,0.611,4,70262400,1980343,45,2,7.26,0
66376818,474241,242742,2023-08-24 03:18:23,2023-08-24 04:16:23,2023-08-24 05:49:23,Putaway,3,Completed,27,226.63,93,0.465,0,54811522,8729658,14,2,44.91,0
27537034,481169,235321,2025-10-16 14:10:42,2025-10-16 14:56:42,2025-10-16 16:46:42,Consolidate,5,Completed,490,78.24,110,0.357,0,62941551,6523702,7,3,3.56,0
51822603,478305,249237,2023-07-28 12:14:48,2023-07-28 13:55:48,2023-07-28 17:52:48,Dropoff,3,Completed,83,130.47,237,0.988,0,48505269,1668992,18,5,11.37,0
34308680,469113,206925,2025-06-16 07:15:08,2025-06-16 07:58:08,2025-06-16 10:54:08,Dropoff,3,Completed,96,38.57,176,0.53,0,21746593,6195533,32,7,57.77,0
62124062,449141,212996,2023-05-20 15:57:41,2023-05-20 16:55:41,2023-05-20 17:47:41,Putaway,2,Completed,94,6.9,52,0.378,0,31829045,6078330,1,3,1.55,0
83914920,473737,225896,2023-05-02 19:04:04,2023-05-02 19:06:04,2023-05-03 00:20:04,Cycle Count,3,Completed,65,154.45,314,0.524,0,62366651,6344596,40,7,3.61,0
76418739,489925,235659,2024-07-02 15:18:23,2024-07-02 16:35:23,2024-07-02 20:27:23,Pickup,3,Completed,307,31.2,232,0.878,0,38110503,4719259,20,4,67.91,0
31800986,489925,207246,2023-10-31 18:15:33,2023-10-31 18:46:33,2023-10-31 23:40:33,Pickup,4,Completed,382,15.61,294,0.88,0,61948120,7924662,24,7,74.71,0
89596409,473737,246274,2023-10-14 18:52:14,2023-10-14 19:18:14,2023-10-14 20:42:14,Dropoff,4,Completed,383,7.95,84,0.366,4,92661150,3772491,18,4,1.84,0
36763384,448716,208994,2023-10-10 22:02:38,2023-10-10 23:40:38,2023-10-11 03:42:38,Cycle Count,3,Completed,279,82.85,242,0.914,0,44519093,2231269,18,7,1.81,0
65107796,483879,241320,2023-09-26 16:00:29,2023-09-26 16:36:29,2023-09-26 21:35:29,Replenish,3,Completed,120,50.55,299,0.742,0,39432113,4692978,32,3,3.08,0
63570993,461387,241320,2025-01-30 03:05:09,2025-01-30 04:06:09,2025-01-30 04:13:09,Pickup,3,In Progress,43,44.67,7,0.674,0,27564906,5488348,33,3,4.83,0
43689446,493771,225896,2023-09-20 02:12:09,2023-09-20 04:02:09,2023-09-20 10:41:09,Consolidate,3,Completed,6,62.21,399,0.796,0,86312874,2923643,42,1,69.64,0
93947406,409807,210830,2023-02-03 12:01:09,2023-02-03 13:46:09,2023-02-03 16:39:09,Cycle Count,4,Failed,290,44.21,173,0.622,0,99460769,6666728,4,3,0.24,0
53124662,470458,205716,2023-09-25 04:38:33,2023-09-25 05:42:33,2023-09-25 08:33:33,Dropoff,4,Completed,234,35.23,171,0.612,0,65897198,4067736,15,1,16.88,0
69404233,443800,209294,2025-08-10 23:17:22,2025-08-11 00:18:22,2025-08-11 03:55:22,Dropoff,3,Completed,234,12.75,217,0.859,2,59504866,1785967,28,7,10.9,0
85780386,474583,221982,2023-01-20 19:17:31,2023-01-20 20:34:31,2023-01-20 23:49:31,Consolidate,3,Partial,417,30.8,195,0.421,0,40186107,4257055,48,3,13.91,0
94872190,424502,239090,2025-09-17 09:19:19,2025-09-17 10:41:19,2025-09-17 16:53:19,Putaway,3,Failed,494,159.02,372,0.568,0,24113500,1493476,19,3,1.4,0
70979679,489596,205969,2023-09-12 03:25:11,2023-09-12 03:39:11,2023-09-12 06:53:11,Replenish,4,Cancelled,242,103.1,194,0.927,1,35095290,8072360,35,1,21.03,0
99161772,446378,239090,2024-09-16 11:29:43,2024-09-16 11:41:43,2024-09-16 14:52:43,Transfer,5,Cancelled,426,45.52,191,0.486,0,35585928,3772569,35,5,46.73,0
83291073,486697,235659,2024-08-07 09:44:43,2024-08-07 11:35:43,2024-08-07 16:40:43,Replenish,2,Completed,32,7.28,305,0.558,0,94795433,5110150,21,3,5.34,0
54922947,449202,244872,2023-06-18 20:34:20,2023-06-18 20:44:20,2023-06-18 21:27:20,Cycle Count,3,Completed,66,74.5,43,0.718,0,61113243,3004772,39,1,38.43,0
71033061,490633,211550,2024-04-01 00:19:37,2024-04-01 01:27:37,2024-04-01 08:11:37,Transfer,4,In Progress,390,143.97,404,0.398,0,85884983,6592912,29,2,4.24,0
54401660,461837,210770,2023-08-04 01:43:33,2023-08-04 02:08:33,2023-08-04 07:56:33,Cycle Count,4,Completed,499,7.94,348,0.47,2,19872851,6339825,30,3,4.42,0
61509197,458126,245938,2023-10-26 04:12:58,2023-10-26 04:26:58,2023-10-26 12:01:58,Replenish,4,Completed,158,98.08,455,0.944,0,62007952,3907648,26,6,0.37,0
15836130,425202,245938,2023-12-02 19:29:22,2023-12-02 19:38:22,2023-12-02 22:34:22,Transfer,3,Completed,83,42.24,176,0.388,0,39043379,5404324,37,3,44.31,0
37811396,489925,209263,2023-12-08 15:13:10,2023-12-08 16:54:10,2023-12-08 21:28:10,Pickup,3,Partial,88,1.64,274,0.475,1,85516679,1584276,41,6,1.34,0
71408908,490633,240601,2025-10-02 04:14:04,2025-10-02 04:49:04,2025-10-02 06:29:04,Cycle Count,2,Partial,190,69.19,100,0.436,0,77277541,9862918,34,5,5.36,1
45164595,490633,241320,2025-06-16 09:37:46,2025-06-16 10:54:46,2025-06-16 17:11:46,Pickup,3,Partial,176,96.63,377,0.587,0,74069824,1808632,41,2,64.74,0
63289221,433576,249797,2025-09-23 01:53:13,2025-09-23 02:13:13,2025-09-23 04:15:13,Dropoff,5,Completed,138,400.39,122,0.987,3,37223837,3698778,30,3,60.09,0
26819953,475581,205980,2023-10-23 03:14:55,2023-10-23 03:57:55,2023-10-23 11:28:55,Cycle Count,4,Completed,221,2.23,451,0.773,1,73842319,5214439,12,2,41.04,0
64606659,75079,214068,2023-04-26 02:27:01,2023-04-26 03:24:01,2023-04-26 10:38:01,Pickup,2,Failed,469,63.29,434,0.624,0,47293019,3219380,17,7,11.25,0
95141181,425042,225644,2023-11-22 03:47:30,2023-11-22 03:55:30,2023-11-22 05:13:30,Dropoff,3,Completed,321,55.19,78,0.369,0,91334281,7530435,16,6,18.15,0
31389628,445145,210830,2026-04-25 03:41:05,2026-04-25 05:31:05,2026-04-25 11:20:05,Cycle Count,3,Completed,466,22.33,349,0.538,0,91429212,4167904,39,1,17.59,0
54173237,405699,205980,2024-08-28 19:59:35,2024-08-28 20:54:35,2024-08-29 02:23:35,Sort,5,Failed,441,6.7,329,0.719,0,35876276,4414437,7,7,7.01,1
40551863,477333,245938,2025-11-06 15:11:02,2025-11-06 15:56:02,2025-11-06 19:33:02,Pickup,3,Failed,230,58.86,217,0.717,0,68857339,6397396,13,1,7.52,1
95740021,433576,247949,2023-06-28 18:59:45,2023-06-28 19:43:45,2023-06-28 19:56:45,Sort,3,Cancelled,305,33.47,13,0.526,0,56251490,8796176,28,4,16.74,0
37554340,496002,210770,2024-05-02 17:28:03,2024-05-02 18:54:03,2024-05-02 19:46:03,Dropoff,3,In Progress,51,187.27,52,0.702,1,10028571,7710086,15,5,9.23,0
55956124,412330,241320,2024-10-17 09:29:54,2024-10-17 09:48:54,2024-10-17 14:45:54,Sort,3,Completed,120,35.33,297,0.407,0,41453570,2309701,17,6,2.98,1
45574974,413972,207246,2023-02-25 09:10:49,2023-02-25 09:58:49,2023-02-25 15:23:49,Sort,3,Completed,283,34.5,325,0.607,1,68250124,2869429,27,2,46.86,0
63049047,483879,210830,2024-11-18 09:45:10,2024-11-18 10:42:10,2024-11-18 18:24:10,Pickup,3,Failed,37,35.33,462,0.301,1,89140808,7588372,24,2,53.83,0
88833235,405699,227751,2024-10-21 07:28:42,2024-10-21 08:59:42,2024-10-21 09:02:42,Pickup,4,Completed,444,7.35,3,0.966,1,19119238,8871096,17,4,21.45,0
45757841,496760,220452,2026-02-21 17:41:48,2026-02-21 18:12:48,2026-02-21 18:36:48,Dropoff,5,Completed,417,32.89,24,0.933,0,98432971,3531804,19,6,1.55,0
61805736,492908,205980,2024-01-27 22:47:05,2024-01-27 23:49:05,2024-01-28 03:26:05,Sort,5,Completed,56,70.33,217,0.7,0,97517250,3108032,30,7,35.1,0
93417182,432796,232907,2024-06-25 15:48:13,2024-06-25 16:34:13,2024-06-25 19:12:13,Transfer,4,Completed,494,37.71,158,0.824,0,41886795,6640800,37,5,45.71,0
50351366,434124,249797,2023-05-24 18:03:30,2023-05-24 20:00:30,2023-05-24 22:20:30,Replenish,2,Completed,334,63.21,140,0.844,1,67587513,1350787,35,2,28.96,0
61879134,485327,225644,2026-04-26 11:14:39,2026-04-26 12:09:39,2026-04-26 14:11:39,Dropoff,2,Completed,276,125.29,122,0.761,0,13030089,8156446,8,1,5.79,0
93167119,471986,207246,2025-03-06 01:55:08,2025-03-06 02:39:08,2025-03-06 06:36:08,Pickup,2,Completed,450,222.86,237,0.94,1,89723955,9441690,9,1,51.94,1
41224268,447801,221982,2025-03-12 00:44:32,2025-03-12 01:36:32,2025-03-12 02:55:32,Pickup,3,Cancelled,78,27.38,79,0.534,0,74904895,7515224,27,6,3.69,0
70037028,474583,208994,2024-02-08 10:21:51,2024-02-08 10:49:51,2024-02-08 13:33:51,Pickup,4,Cancelled,472,32.63,164,0.938,0,92759780,4575043,48,6,30.71,0
57630655,427382,214068,2026-01-17 17:43:33,2026-01-17 19:05:33,2026-01-17 19:21:33,Cycle Count,4,Completed,92,12.55,16,0.473,1,46243876,9503656,8,5,61.74,0
55575839,469113,249237,2023-03-27 01:35:49,2023-03-27 01:43:49,2023-03-27 07:20:49,Transfer,5,Completed,246,110.79,337,0.526,0,19628477,4771242,24,1,97.62,0
28167999,430610,205969,2025-01-09 22:45:25,2025-01-09 22:53:25,2025-01-10 00:47:25,Pickup,4,Completed,70,19.64,114,0.885,0,95580616,2804469,15,2,35.11,0
23243874,492908,249237,2023-02-20 15:43:53,2023-02-20 15:49:53,2023-02-20 18:19:53,Pickup,4,Completed,495,46.81,150,0.913,0,60589320,5665301,18,5,10.22,0
72243297,469113,206925,2023-01-19 05:46:51,2023-01-19 06:03:51,2023-01-19 12:55:51,Pickup,2,Completed,481,178.85,412,0.435,0,73474749,8079936,15,6,4.57,0
21125961,496760,225644,2025-03-23 00:45:21,2025-03-23 01:31:21,2025-03-23 02:42:21,Cycle Count,3,Completed,252,190.96,71,0.794,1,98297969,1892275,3,2,1.82,0
