log_id,robot_id,technician_id,maintenance_date,maintenance_type,duration_hours,parts_replaced,labor_cost_usd,parts_cost_usd,total_cost_usd,downtime_hours,priority,completion_status,fault_code,work_order_id,scheduled_flag,warehouse_id,next_maintenance_date,recurrence_count,inspection_passed
55502351,388067,449343,2025-03-04,Preventive,11.71,Battery,1066.07,94.91,1160.98,3.37,High,Completed,FC000,7080656,1,1004,2026-02-28,5,1
61862891,358521,496947,2024-05-02,Corrective,22.02,None,1072.7,285.27,1357.97,0.22,Critical,Pending,FC000,3675930,1,1016,2024-06-25,7,1
67902075,354208,306230,2023-04-23,Corrective,1.99,Wheel,477.08,142.4,619.48,1.93,High,Pending,FC101,3116865,1,1011,2024-02-21,2,1
85039730,345151,235517,2025-08-12,Predictive,10.48,Gripper,485.48,480.33,965.81,0.2,High,Completed,FC505,5495963,0,1000,2026-07-27,6,1
64977355,388067,512800,2023-10-06,Preventive,20.8,Cable,84.28,155.23,239.51,3.5,Medium,Completed,FC404,1269292,1,1014,2024-07-14,2,0
64270334,367171,195735,2026-03-02,Corrective,18.85,Camera,1188.93,421.33,1610.26,0.93,High,Completed,FC202,4038361,1,1013,2026-09-01,6,1
63042197,337403,235866,2023-11-28,Preventive,5.26,Cable,374.12,17.22,391.34,1.38,High,Pending,FC606,5295515,0,1009,2024-03-12,7,1
53058455,310486,648153,2024-12-31,Emergency,1.56,Sensor,359.65,1.49,361.14,0.74,High,Completed,FC303,6173730,0,1011,2025-03-20,5,1
52008488,339574,650379,2023-07-28,Corrective,21.79,Camera,163.81,77.12,240.93,2.29,Medium,Escalated,FC000,1019297,0,1001,2023-12-21,0,0
84427103,337743,626795,2024-02-24,Corrective,7.6,Sensor,939.52,5.87,945.39,2.42,Critical,Completed,FC000,5457037,0,1008,2025-01-26,1,1
62079896,336027,245044,2025-06-26,Preventive,8.11,Frame,1016.46,474.81,1491.27,2.66,Medium,In Progress,FC000,5201216,0,1003,2026-01-11,3,1
56579964,359971,403740,2025-11-10,Preventive,22.41,Wheel,688.03,335.06,1023.09,4.56,Low,Completed,FC202,4921535,1,1018,2026-08-20,6,1
53272484,352131,158740,2023-07-13,Inspection,19.12,Motor,1190.46,109.24,1299.7,5.02,Medium,Pending,FC606,8788976,0,1003,2024-03-28,3,1
40606209,323940,395686,2024-01-21,Corrective,8.42,Frame,1093.91,504.8,1598.71,11.8,Medium,Completed,FC505,3182730,0,1000,2024-04-24,4,1
83616562,302145,458693,2023-11-15,Predictive,18.4,Gripper,1109.04,13.53,1122.57,7.2,Medium,Pending,FC000,1467946,1,1012,2024-01-13,1,1
24353887,339574,173213,2024-10-13,Predictive,13.2,Camera,461.54,86.71,548.25,7.43,Medium,Completed,FC000,7816453,1,1000,2025-05-04,3,0
57558764,57288,133210,2024-08-26,Preventive,11.4,Sensor,269.86,83.92,353.78,3.63,High,Completed,FC000,6044174,1,1011,2024-11-17,4,0
38021480,375927,549321,2026-02-21,Corrective,17.44,Sensor,894.88,334.05,1228.93,3.53,Medium,Completed,FC000,1209031,0,1016,2026-06-06,3,1
75305680,380989,462181,2024-04-08,Corrective,19.33,Battery,445.17,28.72,473.89,3.82,Low,Completed,FC202,5621701,1,1012,2024-09-30,2,1
40174840,304637,650379,2026-03-02,Corrective,11.21,Gripper,1083.13,434.87,1518.0,0.75,Low,Completed,FC606,6434240,0,1018,2026-04-09,5,1
52686906,396067,330692,2024-03-15,Corrective,11.72,Camera,1059.75,6.01,1065.76,3.92,High,Completed,FC000,6960803,0,1014,2025-03-10,4,0
45802206,311066,391705,2024-09-04,Corrective,21.19,Gripper,519.16,167.35,686.51,4.75,Medium,Completed,FC606,7402711,0,1005,2025-06-08,1,1
92979933,391492,161688,2023-03-13,Emergency,12.42,Battery,647.45,19.57,667.02,1.41,Low,Completed,FC000,6757021,1,1008,2023-10-14,4,1
36747032,360995,246595,2023-03-31,Corrective,0.63,Sensor,348.86,87.73,436.59,0.56,High,Completed,FC000,7530023,0,1005,2023-09-29,0,1
87509679,345451,235866,2024-01-10,Preventive,13.33,Camera,735.42,85.83,821.25,2.36,Low,Completed,FC000,4073972,0,1013,2024-11-21,2,1
75797758,306048,325948,2023-10-29,Emergency,19.78,Gripper,530.34,281.58,811.92,3.93,Medium,Completed,FC000,5496987,1,1005,2024-03-04,3,1
92474389,310486,487095,2025-03-30,Preventive,1.58,Camera,1128.6,13.21,1141.81,3.61,Low,Completed,FC000,3390663,1,1015,2025-11-11,4,1
30138970,374949,348803,2024-05-22,Preventive,18.47,Motor,1123.97,59.46,1183.43,2.11,Critical,Completed,FC000,4919574,0,1018,2024-07-28,6,1
14766624,309482,568782,2023-02-09,Preventive,7.44,Cable,1023.08,327.92,1351.0,0.25,Low,Completed,FC202,2781837,0,1007,2023-08-25,5,0
74974491,386474,155225,2024-09-15,Predictive,6.33,Sensor,411.81,760.24,1172.05,1.23,Medium,In Progress,FC505,2371096,1,1004,2025-07-03,7,0
74794680,365100,428172,2025-11-12,Preventive,7.3,Camera,1189.66,237.82,1427.48,2.24,Medium,Completed,FC000,6187283,0,1000,2026-09-14,6,1
29085860,334531,535226,2026-03-23,Preventive,3.83,Gripper,823.49,228.01,1051.5,4.0,Critical,Completed,FC000,7239214,0,1012,2027-01-24,3,1
82562309,353390,293378,2023-04-11,Corrective,9.27,Frame,342.03,18.82,360.85,2.27,High,Pending,FC202,8309356,1,1004,2023-11-24,0,1
96684506,304637,607873,2026-04-06,Corrective,3.61,Battery,1035.12,192.76,1227.88,18.61,Critical,Completed,FC606,3345737,1,1000,2026-12-28,5,1
15940310,307509,545601,2025-11-24,Predictive,19.08,Frame,342.06,420.73,762.79,0.62,Medium,Completed,FC000,3579472,0,1009,2026-03-18,6,0
56913086,353390,293378,2025-05-21,Preventive,0.94,Cable,938.97,52.84,991.81,5.78,High,Completed,FC000,5409186,0,1018,2025-09-09,2,1
70773499,380268,650379,2023-08-01,Preventive,14.27,Camera,260.43,71.98,332.41,1.53,Medium,Pending,FC000,1811616,1,1006,2024-07-06,4,1
46167039,310849,369336,2024-10-10,Preventive,7.37,Battery,292.92,221.39,514.31,0.13,High,In Progress,FC000,2539847,0,1009,2025-06-12,7,1
13769725,302145,651637,2024-07-28,Emergency,17.8,Battery,111.1,72.6,183.7,2.16,Medium,Escalated,FC101,9448018,1,1008,2025-01-10,7,1
46044267,312309,323226,2025-01-11,Predictive,23.1,Gripper,169.33,186.47,355.8,0.44,Medium,Completed,FC303,8578450,1,1019,2025-02-22,3,1
95108660,366666,613031,2023-02-17,Emergency,8.15,Gripper,638.36,261.22,899.58,0.55,High,Pending,FC202,4957781,1,1018,2023-03-30,3,1
58713516,320365,510916,2025-12-11,Emergency,18.29,Frame,1149.16,60.91,1210.07,5.78,Low,Escalated,FC202,6663316,1,1017,2026-07-04,6,0
49241689,320365,106987,2026-01-25,Corrective,6.98,Battery,124.58,304.21,428.79,18.49,Medium,In Progress,FC000,2631743,1,1017,2026-11-25,4,0
73420117,350721,462181,2023-07-15,Corrective,19.77,Camera,757.95,21.12,779.07,5.31,Critical,Completed,FC202,2838665,1,1003,2024-05-29,5,1
11902484,365345,257309,2025-04-16,Preventive,11.32,Sensor,58.46,383.41,441.87,0.37,High,Completed,FC000,5756119,0,1000,2026-02-13,6,1
33510144,340630,524260,2023-01-01,Predictive,22.33,Frame,694.09,498.6,1192.69,1.31,High,Completed,FC000,4413544,1,1010,2023-09-21,5,1
98459195,395070,458693,2025-11-03,Preventive,11.99,Camera,311.7,317.2,628.9,8.11,Low,Pending,FC505,2633545,0,1005,2026-10-09,4,1
77321251,347714,651637,2023-01-22,Predictive,5.99,None,779.38,232.67,1012.05,7.7,Medium,Completed,FC202,8295955,0,1001,2023-04-09,5,1
71219373,371624,255805,2023-10-14,Predictive,18.25,Motor,810.48,77.55,888.03,0.33,Low,Completed,FC000,5723301,0,1016,2024-05-24,3,1
34890852,316098,311253,2024-05-19,Predictive,15.35,None,684.96,261.2,946.16,9.85,Medium,Pending,FC000,5674695,1,1006,2025-01-25,3,1
55814473,386474,286828,2025-08-16,Predictive,11.15,Cable,166.71,167.58,334.29,1.13,Medium,Escalated,FC000,4830944,0,1004,2026-02-14,1,1
73830845,343052,161688,2024-05-01,Preventive,5.87,Cable,323.81,116.85,440.66,1.42,High,Completed,FC303,4741970,1,1015,2025-01-29,6,1
16221581,331807,524260,2023-09-27,Emergency,12.09,Camera,308.51,169.09,477.6,4.98,Low,Completed,FC000,2670741,1,1008,2024-07-16,4,1
14715251,345352,607873,2023-12-28,Emergency,6.69,Camera,671.98,207.14,879.12,2.21,High,Completed,FC000,8171961,1,1006,2024-09-10,0,1
37664408,324367,476926,2024-06-04,Predictive,4.54,Gripper,666.1,345.24,1011.34,3.29,Low,Completed,FC000,6622889,1,1005,2024-12-10,4,1
54777004,306601,184596,2024-09-26,Preventive,21.65,Frame,493.16,29.64,522.8,5.43,Medium,Completed,FC000,8808893,0,1007,2025-09-13,5,1
90098555,311066,243105,2025-07-30,Corrective,22.9,Cable,1054.57,257.89,1312.46,3.82,Medium,Completed,FC202,2458936,1,1005,2025-12-09,4,1
29180024,371747,319880,2023-08-11,Preventive,14.71,Battery,700.67,210.06,910.73,1.24,Medium,In Progress,FC505,8194710,0,1011,2024-06-21,7,1
60403267,349578,218384,2023-12-03,Predictive,6.9,Wheel,53.96,82.79,136.75,1.21,Medium,Completed,FC505,4316409,1,1003,2024-05-15,0,0
80600454,371747,650379,2024-07-16,Corrective,18.95,Motor,1121.19,166.15,1287.34,0.78,Critical,In Progress,FC000,1293690,1,1004,2025-02-03,2,1
85760899,345922,677729,2025-03-29,Preventive,4.44,Motor,1194.31,595.26,1789.57,4.58,Medium,Completed,FC303,2134589,1,1017,2026-01-28,6,1
14561003,323791,616318,2023-03-22,Emergency,23.9,Sensor,993.45,0.52,993.97,2.37,Medium,Completed,FC101,6689761,1,1009,2024-02-04,3,0
22537489,375282,391705,2025-02-06,Preventive,21.75,Wheel,1173.48,240.54,1414.02,7.56,Medium,Completed,FC000,8657973,1,1002,2025-06-20,0,1
52948155,306601,255805,2023-09-25,Emergency,20.22,Gripper,999.44,33.23,1032.67,3.35,High,Completed,FC000,9735970,0,1000,2024-04-08,6,1
70694266,311066,359828,2026-04-01,Inspection,18.93,None,709.03,392.16,1101.19,5.89,Medium,Escalated,FC606,5574659,1,1011,2026-07-09,1,1
94941631,365345,576241,2024-04-06,Emergency,15.92,Battery,147.06,361.36,508.42,15.2,Critical,Escalated,FC000,2284615,1,1017,2024-10-31,2,0
16871207,331807,286828,2024-12-22,Preventive,11.37,None,910.71,297.82,1208.53,0.5,Low,Pending,FC202,4679242,1,1013,2025-06-14,0,1
57821933,392015,106987,2023-08-25,Preventive,13.76,Motor,198.71,117.65,316.36,2.91,Medium,Completed,FC101,4141169,1,1018,2024-06-27,0,1
89200620,340630,155225,2024-07-11,Preventive,22.44,Cable,287.34,86.73,374.07,0.28,Medium,Pending,FC000,9025344,1,1006,2025-02-15,3,1
37639846,316098,235866,2023-08-06,Preventive,7.53,Motor,324.94,110.42,435.36,1.05,Low,Completed,FC000,1581933,1,1000,2024-05-27,7,1
41128577,306048,184596,2023-03-27,Corrective,14.08,None,178.01,41.79,219.8,0.69,Low,Escalated,FC606,1650518,1,1014,2024-03-24,4,0
83432253,323791,157594,2024-01-17,Preventive,1.82,Wheel,1102.95,55.96,1158.91,2.02,High,Completed,FC000,6620893,1,1008,2024-06-10,6,1
60208597,375927,512800,2025-11-26,Predictive,6.28,Motor,915.42,4.97,920.39,0.51,Low,Completed,FC000,6711891,0,1001,2026-04-13,5,1
74703542,386697,305939,2023-06-20,Predictive,20.17,Battery,1172.61,162.16,1334.77,3.96,Low,Completed,FC202,8433932,1,1016,2024-02-12,7,1
95373404,306600,379148,2024-03-20,Preventive,18.66,Cable,626.34,172.91,799.25,5.78,High,Escalated,FC000,3389622,1,1002,2024-09-11,4,1
10095856,316389,568782,2023-07-25,Corrective,13.83,Motor,65.63,4.91,70.54,0.07,High,Completed,FC000,3065522,1,1018,2023-10-15,4,1
63248135,364625,158740,2025-08-13,Preventive,6.38,Frame,325.9,211.63,537.53,0.81,High,Completed,FC404,4058304,0,1002,2026-06-15,1,1
12720376,362706,235866,2023-04-25,Corrective,21.69,Gripper,73.66,850.3,923.96,0.13,High,Completed,FC000,2750934,0,1000,2023-10-26,5,1
66336460,305320,510916,2025-04-01,Corrective,23.47,Battery,498.35,20.41,518.76,6.3,Critical,Pending,FC404,1648859,0,1009,2025-12-02,2,1
22519793,391492,462181,2024-05-11,Corrective,6.94,Camera,87.54,172.22,259.76,7.8,High,Completed,FC000,1129485,1,1010,2024-09-15,3,1
78808736,319201,592319,2024-08-18,Predictive,0.86,Sensor,131.32,68.54,199.86,0.05,Low,Completed,FC000,1484905,1,1004,2025-04-14,3,1
34068260,376997,423002,2025-12-12,Preventive,2.96,Motor,802.71,71.29,874.0,2.1,Medium,In Progress,FC505,6599445,0,1002,2026-11-19,1,1
33677676,345451,158055,2023-12-20,Preventive,8.59,Battery,844.96,22.97,867.93,17.51,Medium,Completed,FC202,7553165,0,1015,2024-10-18,4,0
60546556,339574,298605,2024-06-28,Preventive,23.26,Motor,149.86,62.77,212.63,0.86,Medium,In Progress,FC404,7398812,0,1017,2025-06-14,1,1
16181171,311958,327808,2023-09-16,Emergency,18.58,Cable,1120.82,198.07,1318.89,6.29,Low,Pending,FC000,3860407,0,1011,2024-03-08,4,1
56202667,310486,601230,2024-10-30,Preventive,5.55,None,681.22,95.66,776.88,0.62,Medium,Escalated,FC404,9336941,1,1014,2025-09-19,1,1
44822007,351283,593477,2024-05-18,Preventive,2.42,Motor,81.05,315.89,396.94,2.81,High,Escalated,FC606,8354795,1,1006,2024-10-13,0,1
60108815,367171,243105,2025-10-18,Corrective,23.87,None,931.38,423.65,1355.03,4.42,High,Completed,FC303,2872591,0,1015,2025-12-18,4,1
72527668,377964,137508,2025-08-08,Preventive,7.45,Battery,598.1,18.48,616.58,1.81,Medium,Escalated,FC000,6008314,0,1014,2026-05-22,6,0
73372177,323791,671725,2024-11-18,Predictive,5.08,Wheel,313.65,8.8,322.45,1.44,Medium,Completed,FC000,7736663,0,1015,2025-01-04,4,1
88694659,310849,122156,2023-11-07,Preventive,8.74,Sensor,154.22,99.53,253.75,0.98,Medium,Completed,FC000,4007951,1,1019,2024-02-09,3,1
64371160,304637,158055,2025-03-24,Inspection,11.6,Sensor,588.76,385.74,974.5,1.5,Low,Pending,FC404,4383731,0,1019,2025-08-31,6,1
75131732,339122,592319,2023-09-18,Corrective,5.09,Motor,962.67,69.03,1031.7,2.53,Low,Pending,FC000,6150352,0,1010,2024-05-05,3,1
44733738,367171,524260,2024-05-22,Corrective,22.72,Camera,1145.98,87.1,1233.08,0.66,Medium,Completed,FC202,8144011,0,1018,2024-12-23,2,1
65448213,372887,380480,2023-08-22,Corrective,23.55,Battery,1189.64,378.72,1568.36,1.77,Medium,Completed,FC202,4813760,0,1013,2024-01-25,5,1
37578300,318144,258601,2025-12-10,Corrective,13.29,Motor,270.18,121.63,391.81,0.89,High,Pending,FC000,4086606,0,1006,2026-03-23,5,1
20525676,396637,535226,2024-02-08,Preventive,5.32,Motor,1141.8,342.14,1483.94,1.35,Low,Completed,FC404,1923038,1,1005,2024-09-26,0,0
32563177,386474,500242,2025-08-27,Corrective,2.08,Camera,788.9,159.36,948.26,0.5,Low,Completed,FC000,3158671,0,1017,2026-06-14,4,1
81312034,305320,650397,2023-06-19,Corrective,7.86,Wheel,591.21,265.85,857.06,16.79,Critical,Escalated,FC000,6373079,1,1014,2024-01-31,6,1
21007919,348326,424049,2024-12-26,Corrective,5.49,Battery,233.5,148.68,382.18,5.13,Critical,Pending,FC000,3694536,1,1001,2025-11-02,4,1
75129774,302145,348803,2026-03-01,Corrective,20.14,Sensor,228.4,139.88,368.28,5.95,Low,Completed,FC101,1513613,0,1008,2026-06-10,0,0
38583635,374949,155225,2023-03-11,Preventive,13.69,Battery,451.74,255.67,707.41,0.6,Medium,Pending,FC000,2265003,0,1014,2023-06-29,5,1
16401925,347714,427105,2025-05-18,Corrective,21.76,None,701.62,33.35,734.97,6.26,Low,In Progress,FC000,1607089,0,1016,2025-12-01,3,1
97615512,345451,327808,2025-06-28,Preventive,20.16,Sensor,1191.39,353.21,1544.6,5.34,Medium,Completed,FC101,2739440,1,1017,2026-05-02,7,1
53479596,390452,650379,2025-05-28,Preventive,8.15,Motor,450.16,809.84,1260.0,2.6,Medium,Pending,FC000,7467022,0,1015,2025-07-25,7,1
43745170,337743,491086,2025-09-26,Preventive,5.28,Battery,388.44,20.31,408.75,0.35,Medium,Completed,FC101,1274411,1,1014,2026-04-05,0,0
96179983,320580,348803,2024-08-02,Preventive,13.58,Motor,1198.26,70.39,1268.65,7.22,High,Completed,FC505,6525426,0,1009,2025-04-29,5,1
53177414,362913,576241,2024-10-04,Emergency,20.66,Battery,136.62,586.45,723.07,1.4,Low,Pending,FC404,6388879,0,1007,2024-12-11,2,1
83376635,325601,157889,2023-12-24,Emergency,5.87,Sensor,1178.23,154.03,1332.26,8.03,Medium,Completed,FC000,8716209,1,1017,2024-04-23,6,1
11647079,54419,158740,2023-07-23,Preventive,6.68,Battery,572.21,386.44,958.65,0.12,Critical,Completed,FC101,8274629,1,1009,2024-02-04,0,1
94931141,331910,286828,2025-10-31,Predictive,12.65,Battery,441.26,18.23,459.49,6.0,Low,Completed,FC303,1171641,1,1013,2026-08-15,2,1
88295023,384997,399746,2024-02-05,Preventive,23.75,Motor,533.33,216.76,750.09,10.88,Low,Completed,FC000,8422663,1,1018,2024-04-25,6,1
34392584,342447,380480,2024-11-05,Preventive,13.35,Frame,930.27,173.77,1104.04,0.44,Critical,Completed,FC404,6802571,0,1005,2025-05-29,4,1
10717039,339122,471816,2024-02-14,Preventive,8.75,Wheel,591.07,67.05,658.12,1.9,Medium,In Progress,FC000,7588278,0,1014,2025-01-09,7,1
47581037,353816,184596,2023-12-26,Emergency,15.01,Motor,1194.37,54.05,1248.42,1.1,Low,Completed,FC202,2702423,0,1014,2024-03-09,2,1
87004373,311474,491719,2023-04-22,Corrective,10.54,Wheel,980.14,134.96,1115.1,0.5,Medium,Completed,FC000,4896675,1,1006,2023-10-08,1,1
75737388,323791,350969,2023-01-28,Preventive,16.08,Gripper,500.34,261.71,762.05,1.4,Medium,Pending,FC000,4361950,1,1000,2023-08-10,4,1
12791023,348326,158055,2023-07-26,Emergency,21.46,Battery,1064.48,86.45,1150.93,7.38,Medium,Completed,FC505,8578991,1,1005,2024-05-19,2,0
40040123,380989,545601,2025-04-01,Corrective,19.57,Camera,474.96,348.83,823.79,2.57,Low,Completed,FC000,4142202,1,1015,2026-02-12,7,1
77558625,307509,137508,2023-12-31,Preventive,21.64,Gripper,536.27,130.3,666.57,5.56,Low,In Progress,FC202,9746774,0,1002,2024-07-15,7,1
21609740,376997,129730,2025-06-02,Preventive,23.82,Frame,558.93,104.4,663.33,3.27,High,Completed,FC303,5095080,0,1006,2026-02-17,5,1
86992208,375760,592319,2025-11-08,Preventive,22.84,Camera,420.56,10.66,431.22,5.75,Medium,Completed,FC000,6804041,0,1009,2026-10-19,6,1
56082763,306048,392020,2025-09-26,Preventive,11.92,Motor,222.63,20.32,242.95,0.31,High,Completed,FC000,6361973,0,1001,2026-08-06,5,0
82208420,377964,203612,2023-07-14,Inspection,6.01,Cable,1194.05,88.09,1282.14,0.07,Medium,Pending,FC505,9417612,1,1012,2024-02-12,2,0
88331384,345922,664912,2024-09-23,Corrective,11.31,Sensor,855.2,26.56,881.76,11.11,Critical,Completed,FC000,2692653,0,1000,2025-06-04,4,1
79169864,319201,209270,2023-06-23,Preventive,3.04,Cable,1028.68,263.67,1292.35,2.56,Low,Completed,FC404,9500424,0,1003,2024-03-13,2,1
76712513,360995,129730,2024-07-15,Inspection,14.9,Motor,713.69,128.48,842.17,15.2,Critical,Completed,FC202,5498795,1,1002,2024-08-18,6,0
36770906,380566,491086,2023-10-31,Preventive,16.96,Sensor,748.93,527.49,1276.42,8.94,High,Pending,FC101,5119704,1,1017,2023-12-22,4,1
20535975,342447,271436,2025-05-16,Preventive,21.06,Battery,1044.25,361.32,1405.57,13.37,Critical,Completed,FC000,6746346,1,1009,2025-09-29,1,1
36658465,365345,133210,2024-06-25,Emergency,8.8,Cable,1053.96,263.18,1317.14,1.22,High,Completed,FC404,7176898,1,1001,2024-10-01,4,1
24276249,349578,321352,2025-03-12,Inspection,9.96,Sensor,466.61,350.56,817.17,12.52,High,Completed,FC202,2372176,1,1017,2025-11-13,5,0
13063710,316947,257309,2024-12-04,Corrective,22.77,Sensor,827.57,199.72,1027.29,4.89,Medium,Completed,FC404,6670683,1,1006,2025-09-28,4,1
59318362,391492,592319,2025-09-09,Inspection,3.85,None,89.16,73.14,162.3,3.22,High,Completed,FC202,4118096,0,1010,2026-06-03,7,1
71545159,334531,195735,2024-02-22,Predictive,23.14,Sensor,329.46,55.46,384.92,3.07,Medium,Pending,FC303,3788173,1,1004,2024-03-23,6,1
45553366,386697,195735,2024-01-09,Inspection,15.58,Cable,107.8,154.34,262.14,7.78,Low,Pending,FC000,9263325,1,1005,2024-09-21,5,1
13321941,320580,305939,2024-10-26,Preventive,16.4,Sensor,380.04,106.47,486.51,8.93,Low,Completed,FC101,2001706,0,1012,2025-07-12,7,1
84477751,369885,690456,2024-05-25,Predictive,18.34,Wheel,734.83,136.97,871.8,3.79,High,Completed,FC000,5055936,0,1013,2025-03-09,3,1
54394931,311958,332488,2023-07-20,Preventive,17.41,Gripper,97.8,317.3,415.1,2.5,Low,In Progress,FC000,1641515,1,1009,2023-10-10,2,1
20366956,396067,458852,2025-07-22,Predictive,15.89,Battery,1141.3,209.98,1351.28,3.55,Low,In Progress,FC303,5607631,1,1002,2025-09-06,2,0
87638407,354208,601230,2024-06-02,Corrective,4.82,Gripper,78.63,37.01,115.64,0.21,Low,Completed,FC000,1765220,1,1009,2025-02-14,2,1
48304100,386697,578765,2025-03-27,Preventive,21.98,Sensor,588.41,42.69,631.1,3.21,Medium,Completed,FC000,5249756,0,1011,2025-08-07,5,1
65951204,390452,428172,2025-08-30,Corrective,13.34,Motor,208.58,193.49,402.07,8.31,Medium,Completed,FC101,5958783,1,1011,2026-07-23,4,1
70139308,316947,496947,2025-07-31,Inspection,8.31,Sensor,696.15,6.74,702.89,3.21,Medium,Completed,FC000,1300596,1,1010,2025-11-29,2,1
62449454,319201,218384,2024-01-06,Preventive,6.83,Motor,260.69,221.98,482.67,20.87,High,Completed,FC202,6052851,1,1017,2024-10-23,6,1
45684714,344520,122156,2024-06-03,Preventive,7.91,Battery,531.19,143.0,674.19,3.22,Medium,Pending,FC202,8936894,1,1011,2024-08-03,0,0
22077685,311066,510916,2025-02-22,Corrective,2.53,Motor,1070.39,46.49,1116.88,0.71,High,In Progress,FC101,7610616,0,1018,2025-05-26,5,1
97326433,337743,471816,2025-09-06,Corrective,7.43,Camera,62.7,122.51,185.21,6.06,Medium,Completed,FC000,9575461,0,1003,2026-02-05,0,1
18901794,362913,392020,2026-01-09,Emergency,5.23,Sensor,489.99,236.95,726.94,3.89,Medium,Completed,FC303,4812790,1,1012,2026-07-24,6,1
29685348,365345,218353,2024-03-02,Corrective,23.77,Gripper,160.86,896.54,1057.4,0.49,High,Completed,FC505,9420791,1,1011,2024-08-23,2,0
56218548,339122,510916,2024-05-08,Preventive,2.63,Motor,682.56,53.44,736.0,1.68,Medium,In Progress,FC000,1098921,1,1000,2024-08-26,3,0
89685102,337900,399746,2026-01-13,Preventive,19.62,Camera,581.67,10.26,591.93,7.42,Medium,Completed,FC000,6074937,0,1019,2026-07-02,3,1
96805108,302305,607873,2023-09-15,Inspection,21.72,Wheel,227.88,71.88,299.76,0.99,Low,Completed,FC505,5145439,1,1011,2024-06-20,0,1
45438997,345451,645129,2025-10-05,Preventive,3.55,Wheel,365.63,29.26,394.89,3.63,High,Pending,FC000,2302980,0,1015,2025-12-18,0,1
39906902,340630,311253,2024-10-25,Emergency,4.23,Sensor,1032.78,45.49,1078.27,1.36,Medium,Completed,FC404,2881907,1,1001,2025-07-26,0,1
11131910,354208,568782,2026-03-29,Preventive,1.49,Frame,600.37,371.23,971.6,3.89,High,Completed,FC000,2291337,1,1006,2026-06-26,1,1
48693354,302305,171988,2024-06-14,Preventive,23.66,Gripper,333.73,384.5,718.23,0.33,Low,Pending,FC000,7712636,1,1007,2025-04-13,2,1
61579084,380566,539116,2025-12-07,Corrective,13.53,None,424.35,58.47,482.82,1.46,High,Completed,FC202,4785419,0,1001,2026-06-02,6,1
41298244,337403,619955,2026-03-14,Preventive,4.46,Motor,754.04,352.93,1106.97,7.45,Critical,Completed,FC101,4739662,0,1014,2026-07-21,1,0
89615398,332917,144208,2024-09-15,Predictive,6.93,Sensor,577.84,313.23,891.07,4.23,High,Completed,FC606,3339933,0,1011,2024-11-04,5,1
34105053,390452,563636,2026-02-04,Preventive,8.57,Motor,67.33,248.83,316.16,5.27,High,Escalated,FC202,9586607,1,1014,2026-09-26,1,1
25583899,345151,427105,2025-08-16,Corrective,16.38,Motor,480.31,717.21,1197.52,0.41,High,In Progress,FC000,7545263,0,1003,2026-04-24,4,1
10629968,303761,688481,2023-10-23,Preventive,17.47,Gripper,159.18,231.52,390.7,12.91,High,Escalated,FC000,7979384,1,1005,2024-09-07,7,1
62870434,367991,650379,2023-07-27,Preventive,1.68,Sensor,1022.41,660.53,1682.94,7.07,High,Completed,FC404,4263220,1,1018,2024-06-07,2,1
51756741,364625,348803,2024-09-01,Emergency,3.68,Cable,945.61,59.12,1004.73,1.04,High,Completed,FC000,2296297,0,1011,2025-03-12,7,0
13038716,320580,428172,2025-06-03,Corrective,8.88,Motor,785.92,62.54,848.46,0.22,High,Completed,FC000,4253858,1,1009,2026-05-08,0,0
75237165,332917,369336,2025-09-04,Preventive,8.55,Battery,944.79,288.64,1233.43,2.2,Medium,Completed,FC000,9581613,1,1005,2025-11-29,4,0
53287803,399739,513997,2025-08-02,Preventive,12.26,Gripper,643.99,43.59,687.58,0.85,Critical,Pending,FC000,7856241,0,1009,2025-10-04,5,1
45441567,336341,333364,2023-05-19,Preventive,22.68,Battery,715.12,288.37,1003.49,2.08,Medium,In Progress,FC606,5303533,0,1017,2023-10-20,1,0
42905009,311066,476926,2024-06-01,Inspection,20.87,Frame,854.09,276.04,1130.13,0.48,High,Completed,FC404,8511300,1,1016,2025-03-15,5,0
46312924,306600,462181,2023-03-24,Preventive,6.99,Motor,950.63,37.15,987.78,2.13,High,Completed,FC303,3085605,1,1013,2024-03-22,7,1
27014508,316098,454008,2024-02-24,Emergency,22.08,Sensor,697.58,68.17,765.75,3.18,Low,Completed,FC505,5462692,1,1007,2024-05-16,3,1
90220564,345151,235866,2024-02-21,Inspection,6.26,Wheel,909.32,131.94,1041.26,0.49,Low,In Progress,FC303,9766373,1,1016,2024-12-28,0,0
59602094,339574,184596,2023-08-08,Preventive,10.61,Cable,199.17,66.63,265.8,2.2,Low,Escalated,FC101,2489717,1,1015,2024-01-24,3,1
87063575,362706,306230,2026-04-24,Predictive,1.84,Camera,349.32,11.86,361.18,1.85,Low,Completed,FC101,5757463,1,1012,2026-12-02,3,1
48338866,391492,298605,2024-11-09,Preventive,20.91,Frame,365.34,148.11,513.45,9.5,Medium,In Progress,FC606,9231161,0,1005,2025-03-12,7,1
30635511,310486,511763,2023-05-01,Preventive,5.34,Cable,298.02,92.19,390.21,3.09,Medium,Completed,FC000,3595645,0,1000,2024-04-21,6,1
12156910,316947,155225,2026-02-25,Emergency,5.81,Gripper,683.03,27.29,710.32,0.72,High,Completed,FC101,6458659,1,1009,2027-02-01,6,1
