movement_id,product_id,robot_id,movement_date,movement_type,quantity,from_zone,to_zone,from_rack,to_rack,duration_min,batch_number,order_id,weight_kg,condition_flag,scan_count,error_flag,temperature_at_move_c,operator_id,unit_value_usd
82113304,569367,628726,2026-02-11 00:53:58,Inbound,324,Zone-H,Zone-G,R29-04,R10-07,94,7648009,47980955,40.11,Good,1,0,15.8,9475,0.71
87501750,533917,608092,2026-02-27 05:27:38,Inbound,834,Zone-E,Zone-B,R05-06,R17-06,99,4052355,53668223,0.52,Good,2,1,14.3,1543,41.94
46768023,501394,602267,2025-12-25 09:30:10,Adjustment,939,Zone-C,Zone-C,R07-04,R40-08,50,1443162,48481467,20.54,Good,3,0,24.9,3181,49.9
87238750,521107,628500,2025-12-29 06:28:36,Inbound,502,Zone-F,Zone-E,R16-02,R11-02,73,7055705,24072541,1.0,Good,4,1,14.6,2569,89.01
90731958,524998,606283,2025-04-15 19:46:46,Return,734,Zone-A,Zone-H,R14-02,R23-09,94,2288722,26094771,24.73,Good,5,0,25.8,4784,119.85
75739773,532816,685359,2025-01-19 19:43:54,Replenishment,615,Zone-D,Zone-D,R09-06,R22-07,94,9012704,23940636,2.52,Good,1,0,28.2,5531,69.36
14275364,520024,637907,2025-08-21 02:55:15,Internal Transfer,124,Zone-B,Zone-G,R10-02,R42-04,25,5952688,12555553,1.92,Damaged,5,0,2.8,1142,52.64
30577077,559958,661071,2023-08-02 12:23:47,Adjustment,196,Zone-E,Zone-E,R12-05,R25-02,89,6971014,15981635,21.37,Good,4,0,22.2,1165,49.43
77378282,571319,607355,2024-05-22 16:07:16,Inbound,388,Zone-F,Zone-C,R40-04,R20-09,62,9960095,55787339,7.6,Expired,5,0,1.9,7929,16.2
68120545,531473,617514,2025-07-23 21:36:11,Adjustment,956,Zone-G,Zone-B,R25-03,R20-04,2,4472653,15320804,32.27,Good,2,0,33.5,1863,10.9
76715764,545307,615238,2023-09-24 19:43:13,Outbound,168,Zone-E,Zone-B,R05-08,R15-01,48,4679338,11014750,6.6,Good,2,1,20.7,7521,24.7
72181247,539329,679719,2023-03-24 21:23:42,Inbound,706,Zone-E,Zone-A,R03-06,R07-04,49,5345450,66498050,2.86,Quarantine,3,0,13.0,2871,133.14
45164283,551765,675518,2023-06-09 08:55:03,Replenishment,601,Zone-A,Zone-F,R35-06,R49-08,16,1034486,10304928,0.7,Good,4,0,12.2,7737,38.67
85767870,545942,675075,2026-02-08 22:11:12,Inbound,798,Zone-H,Zone-B,R24-01,R36-06,101,8945961,32790052,30.43,Good,4,0,31.2,1008,0.33
57452138,569103,683144,2025-06-05 00:19:22,Internal Transfer,990,Zone-A,Zone-G,R24-04,R41-06,40,3958133,84802182,14.68,Damaged,3,0,8.6,7387,53.3
82513848,519798,669417,2026-04-03 09:44:49,Adjustment,856,Zone-C,Zone-F,R03-07,R29-03,54,1477221,34863945,7.74,Quarantine,5,0,25.6,5514,72.34
59508779,576819,670915,2025-11-29 04:36:11,Inbound,499,Zone-H,Zone-D,R26-02,R23-05,74,1581633,83380141,1.27,Expired,4,0,16.0,4478,63.89
42841695,565783,615238,2026-04-01 23:37:47,Inbound,239,Zone-D,Zone-F,R46-08,R38-02,79,2802750,83451218,34.17,Good,5,0,13.4,9873,1.02
17179011,513665,695477,2025-08-27 05:29:39,Return,689,Zone-D,Zone-E,R32-03,R11-08,94,5904185,28573823,16.54,Damaged,1,0,38.0,9977,23.17
72661302,535299,615238,2023-01-27 04:45:04,Inbound,286,Zone-F,Zone-G,R36-05,R14-04,76,5127172,53689156,9.17,Good,5,0,25.2,9314,76.12
36319724,530048,669894,2026-02-09 09:58:01,Outbound,579,Zone-H,Zone-G,R37-04,R18-02,115,6480963,55912789,23.3,Good,3,0,-0.1,3314,83.77
75320202,523704,624931,2023-04-07 03:35:37,Adjustment,668,Zone-A,Zone-G,R45-08,R46-03,103,1409046,12024733,12.94,Good,4,0,18.7,6557,4.53
56745161,551521,662450,2023-04-12 21:56:12,Return,662,Zone-C,Zone-B,R44-08,R16-03,28,1071565,51928701,25.55,Good,1,0,11.9,7689,118.02
22895510,542456,606283,2025-08-31 22:29:42,Outbound,342,Zone-G,Zone-C,R15-02,R29-05,87,1331617,33386271,19.23,Damaged,4,0,28.7,8312,0.27
71069941,565783,651580,2026-04-19 23:07:14,Outbound,629,Zone-E,Zone-G,R30-09,R09-08,49,2882914,82569443,6.64,Good,5,0,18.5,5077,129.41
98566139,581950,670915,2024-11-30 09:35:46,Adjustment,366,Zone-E,Zone-D,R02-08,R31-03,56,5202634,60474133,7.83,Good,1,1,2.9,8218,4.36
58527568,542869,615545,2023-01-23 00:07:19,Outbound,113,Zone-A,Zone-B,R47-03,R39-05,40,1505126,70520652,27.77,Good,1,0,-0.6,8163,69.8
51127428,560510,614918,2025-07-27 22:19:12,Return,834,Zone-E,Zone-A,R14-04,R23-01,44,3496985,49560480,21.96,Good,2,0,6.7,9567,108.59
57179072,536263,651059,2025-01-11 06:49:02,Return,67,Zone-G,Zone-C,R38-09,R06-04,106,5606581,78006303,4.27,Expired,3,1,1.6,8772,16.24
57387174,521893,685359,2024-03-08 08:20:17,Adjustment,587,Zone-H,Zone-G,R37-01,R45-04,86,5165138,47263703,27.44,Quarantine,5,0,11.0,4000,0.71
67123096,500521,672335,2024-10-16 20:38:26,Internal Transfer,761,Zone-A,Zone-E,R22-08,R27-09,45,4724223,53774276,56.42,Good,1,0,25.6,7801,3.99
18222543,536524,46797,2025-11-13 08:50:41,Inbound,853,Zone-E,Zone-G,R11-08,R39-05,51,8029084,25465956,2.27,Good,5,0,5.7,1461,26.78
79080786,556080,617514,2024-02-06 02:26:43,Replenishment,728,Zone-C,Zone-G,R35-09,R34-06,88,7251550,78570098,1.47,Good,5,1,24.5,7744,36.46
73074694,533007,663976,2023-03-29 02:21:23,Replenishment,682,Zone-A,Zone-H,R11-09,R24-05,44,7101473,68787781,5.07,Expired,5,0,-4.8,4509,175.6
66606400,508650,637907,2025-01-24 05:03:14,Outbound,270,Zone-G,Zone-G,R09-09,R26-06,53,1879604,90575076,39.47,Expired,4,1,7.9,7538,31.86
55733347,575954,634338,2025-05-29 00:01:27,Internal Transfer,303,Zone-E,Zone-H,R17-01,R36-03,49,1145732,57131958,1.64,Good,4,0,24.2,3445,53.4
72898212,560302,607355,2024-03-17 00:01:07,Replenishment,550,Zone-A,Zone-C,R03-03,R11-03,77,6345942,99542185,26.53,Good,3,0,21.9,2912,4.24
96590215,562595,679721,2025-09-29 18:24:28,Internal Transfer,264,Zone-E,Zone-E,R47-04,R07-07,106,1552871,25434997,9.34,Good,3,0,20.6,1874,57.51
97368739,540327,663976,2024-08-21 13:32:01,Inbound,455,Zone-F,Zone-A,R33-08,R09-04,99,1233253,70416164,10.83,Good,5,0,23.9,1835,79.34
81486340,556080,657230,2025-11-03 20:45:52,Internal Transfer,463,Zone-A,Zone-D,R11-04,R19-04,46,7564440,26827143,50.92,Good,2,0,31.3,8210,20.58
47609959,502678,615312,2024-07-13 00:05:57,Adjustment,966,Zone-F,Zone-H,R39-05,R09-01,93,2085130,22719482,3.85,Good,1,1,0.0,7761,43.28
21814614,532816,681482,2024-01-15 09:28:02,Internal Transfer,408,Zone-B,Zone-E,R25-08,R37-09,32,4700089,86932360,32.83,Quarantine,2,0,15.0,2609,54.95
42708954,506067,623462,2025-05-18 02:21:14,Return,992,Zone-B,Zone-E,R36-01,R15-06,58,1978894,91001956,59.47,Good,4,0,31.5,1055,124.86
43756578,532033,621159,2025-02-16 04:13:39,Internal Transfer,893,Zone-E,Zone-H,R28-07,R09-03,72,2955080,39035125,3.74,Good,2,0,8.2,5958,54.89
90378538,518863,631871,2025-05-22 08:21:07,Internal Transfer,313,Zone-F,Zone-F,R24-02,R13-08,89,5421329,79556958,11.65,Good,1,0,37.1,1548,53.46
55448070,546017,679969,2025-02-16 00:29:37,Internal Transfer,605,Zone-E,Zone-H,R16-06,R25-08,60,2480997,68517958,42.96,Good,1,0,9.2,5699,43.69
50418411,506915,665671,2023-08-25 03:54:07,Outbound,861,Zone-E,Zone-G,R24-07,R16-03,4,1350755,20664645,2.84,Quarantine,4,0,37.0,2443,64.08
29841135,539757,631734,2024-11-19 23:51:50,Outbound,450,Zone-C,Zone-E,R25-02,R47-02,72,8533331,66372048,11.21,Good,3,0,35.4,7367,112.41
61153061,508650,668650,2023-08-05 23:46:27,Inbound,968,Zone-B,Zone-H,R37-08,R03-01,114,8261835,30115914,26.49,Good,1,0,-2.8,9215,27.56
82854010,530910,615312,2023-03-12 14:43:40,Internal Transfer,68,Zone-G,Zone-A,R17-05,R42-04,9,8759197,30514421,6.55,Damaged,5,0,-4.3,7436,34.72
38861498,520505,668650,2024-07-25 10:56:45,Internal Transfer,850,Zone-D,Zone-C,R20-05,R05-08,3,5781300,55293494,17.35,Good,5,0,10.2,1164,35.25
47947614,93846,623462,2023-10-22 00:13:08,Adjustment,410,Zone-H,Zone-F,R20-03,R18-02,57,2107723,89405641,9.93,Good,4,0,35.2,9419,65.26
59807904,500557,628516,2024-04-08 07:19:07,Outbound,791,Zone-C,Zone-F,R25-02,R38-08,10,8059004,98239080,22.37,Damaged,5,0,13.0,8091,22.87
73227083,507936,657230,2024-02-22 13:00:08,Outbound,528,Zone-F,Zone-C,R17-07,R38-08,114,3825615,53237889,13.93,Good,1,0,17.3,6761,9.77
47007226,506396,615312,2025-02-13 01:12:30,Outbound,833,Zone-C,Zone-E,R38-06,R43-02,118,4180149,14191700,61.14,Good,5,0,23.9,3831,20.98
62821323,539415,669844,2023-04-07 02:26:35,Return,430,Zone-E,Zone-A,R29-08,R26-04,2,3315093,81019356,19.61,Expired,5,0,5.6,1479,64.7
23535230,526503,610142,2025-01-28 05:39:20,Adjustment,225,Zone-B,Zone-H,R44-01,R09-09,85,3471703,36213773,23.11,Good,4,0,2.4,2806,81.89
24103331,572913,685359,2024-07-22 21:11:00,Adjustment,873,Zone-F,Zone-B,R31-09,R23-07,88,5107437,26696435,40.11,Damaged,1,0,37.8,6273,12.02
57842297,581440,637907,2025-05-09 05:20:01,Inbound,352,Zone-C,Zone-H,R02-06,R12-07,76,9513439,53947196,12.96,Good,5,0,35.5,3015,48.88
11855076,575836,669844,2023-08-19 07:21:20,Outbound,817,Zone-B,Zone-E,R44-08,R11-09,47,1366869,99117019,3.0,Good,1,0,17.0,2515,10.07
57253420,529122,615545,2025-10-08 11:54:21,Return,600,Zone-G,Zone-E,R03-07,R25-08,71,9307398,76715530,4.62,Good,5,0,12.4,6064,7.34
95183604,506880,624931,2024-07-15 01:18:50,Return,476,Zone-B,Zone-F,R37-04,R42-03,74,8855741,31058888,9.0,Good,1,0,36.2,4382,18.97
99360215,562595,648338,2025-06-19 15:08:28,Internal Transfer,103,Zone-H,Zone-A,R47-03,R40-05,119,7026921,63771351,10.21,Good,2,0,27.6,1836,33.26
34842530,545157,648338,2024-01-27 10:09:54,Outbound,464,Zone-F,Zone-G,R01-01,R37-08,53,4934329,32264687,14.26,Good,2,0,29.9,2236,36.31
81306261,549620,633396,2023-12-16 01:23:02,Inbound,711,Zone-B,Zone-E,R14-01,R49-08,72,9998000,34102608,14.23,Good,3,0,29.7,3639,15.79
17854737,531914,631216,2023-09-15 22:33:53,Internal Transfer,448,Zone-D,Zone-G,R05-09,R27-02,27,2523508,44404266,2.09,Good,5,0,17.8,2793,0.99
51111871,549053,624931,2025-12-22 00:06:10,Return,557,Zone-G,Zone-D,R07-06,R40-07,27,1481862,57685927,3.95,Damaged,3,0,13.6,9177,37.22
35962559,576819,603097,2025-09-28 19:23:46,Outbound,704,Zone-F,Zone-D,R07-03,R09-05,92,8199232,78409516,4.47,Good,5,0,14.5,4042,4.65
31174983,560004,668904,2024-12-21 00:54:59,Inbound,468,Zone-B,Zone-F,R01-06,R17-06,118,4054995,43860955,3.8,Good,5,0,36.3,4865,23.12
74715535,533553,604897,2025-04-23 12:45:23,Outbound,64,Zone-H,Zone-A,R25-04,R23-09,116,8500902,65303794,6.35,Good,1,0,37.1,1911,16.45
78179132,578262,615545,2024-04-27 23:33:00,Inbound,67,Zone-G,Zone-G,R45-03,R33-01,38,7351008,25699431,8.17,Good,3,0,8.9,6187,19.52
16554482,573937,615238,2024-06-03 06:36:24,Replenishment,431,Zone-E,Zone-G,R37-04,R27-08,105,8747188,33907902,4.99,Good,3,0,2.8,5962,1.9
54140165,576819,606283,2026-01-24 00:43:05,Return,383,Zone-F,Zone-A,R41-03,R44-05,39,3984116,30386048,2.01,Good,1,0,16.0,5148,35.05
75986820,506808,670915,2026-03-22 02:49:55,Outbound,440,Zone-A,Zone-F,R45-02,R33-06,110,9117045,97601683,34.16,Good,5,0,20.4,6649,9.46
94059533,574527,681482,2024-02-28 23:57:51,Adjustment,508,Zone-D,Zone-D,R11-01,R46-02,40,8701868,62994537,2.55,Good,4,0,26.1,4332,179.54
80668084,515209,657230,2023-07-03 10:35:03,Outbound,118,Zone-B,Zone-A,R44-08,R14-01,36,9577985,83163801,2.02,Good,2,1,12.8,4012,12.95
60928193,553969,679969,2024-02-29 22:19:01,Internal Transfer,814,Zone-D,Zone-D,R37-06,R13-09,62,4122520,29770680,2.75,Good,2,0,17.9,5780,92.42
72085565,521720,604897,2023-05-15 07:42:40,Internal Transfer,523,Zone-D,Zone-E,R34-02,R38-03,14,8518014,52760878,56.33,Damaged,1,0,18.3,9668,111.07
59299071,517095,604351,2024-05-08 07:41:16,Internal Transfer,489,Zone-D,Zone-B,R25-09,R06-02,17,6781501,21924175,36.6,Good,1,0,23.0,7004,68.44
18647879,576607,695477,2024-05-06 18:20:07,Replenishment,64,Zone-G,Zone-D,R05-08,R34-04,40,5333143,76893023,0.59,Good,5,0,2.3,3291,0.76
96456179,572099,600358,2024-01-26 14:56:30,Internal Transfer,514,Zone-B,Zone-E,R16-04,R20-07,41,6873594,29658328,33.61,Good,3,0,23.6,5061,21.49
44462446,563587,669844,2025-06-27 03:38:55,Inbound,171,Zone-H,Zone-B,R13-07,R32-05,78,1882287,80184841,3.09,Damaged,1,1,29.8,5545,3.06
51088893,575836,607355,2024-04-18 20:12:06,Adjustment,894,Zone-D,Zone-G,R11-01,R30-06,96,1499660,51314391,50.95,Damaged,4,0,27.0,4726,5.58
30204329,576507,699267,2026-01-11 04:25:14,Return,36,Zone-F,Zone-C,R18-09,R34-09,32,1684029,74477959,8.5,Good,4,0,11.2,4370,16.93
53708509,544051,680326,2024-07-19 00:35:48,Internal Transfer,893,Zone-E,Zone-E,R24-04,R34-06,96,2020767,48630032,3.92,Good,5,0,22.0,7301,38.01
77170491,582725,651059,2023-12-04 00:43:08,Internal Transfer,448,Zone-G,Zone-G,R34-02,R45-06,72,2498006,42562499,14.88,Good,1,0,14.1,8764,75.42
17109033,513665,621159,2025-07-02 03:12:03,Inbound,89,Zone-A,Zone-D,R35-04,R29-04,87,5777010,78077941,0.86,Expired,5,0,2.5,8627,17.27
57872751,517095,688889,2023-07-29 23:21:58,Return,319,Zone-F,Zone-F,R26-04,R47-07,67,8064658,40520482,77.86,Good,2,0,19.4,6242,16.29
17429479,527492,670915,2026-03-01 12:49:27,Inbound,166,Zone-H,Zone-C,R24-05,R09-02,25,8804769,51761054,2.3,Quarantine,4,0,25.7,6936,3.19
60753818,523619,669417,2024-07-26 20:19:47,Internal Transfer,889,Zone-G,Zone-C,R09-08,R18-02,91,1918761,49077113,5.37,Good,2,1,33.3,1749,1.36
89803146,548654,607355,2025-01-23 02:32:18,Inbound,979,Zone-E,Zone-G,R18-09,R11-07,24,1013275,96395120,16.22,Good,4,0,3.3,4984,35.97
62753284,530319,625254,2025-09-09 00:56:57,Outbound,1,Zone-E,Zone-F,R28-03,R03-07,59,3321527,22149453,10.96,Good,4,1,33.6,1916,26.59
89350004,532555,607355,2024-11-25 02:55:19,Outbound,573,Zone-G,Zone-D,R13-09,R28-02,18,4138620,94821603,15.61,Good,5,0,18.7,7839,83.36
47654232,507936,600782,2023-03-27 10:23:24,Outbound,346,Zone-H,Zone-E,R21-09,R10-07,67,5795183,17849793,36.34,Good,5,0,19.1,8530,17.55
34313511,513636,669844,2026-04-23 17:33:04,Internal Transfer,555,Zone-D,Zone-D,R07-02,R18-08,104,1764562,94994947,2.53,Good,3,0,23.7,3171,21.77
40525569,527493,631216,2024-12-24 16:34:25,Replenishment,420,Zone-G,Zone-A,R10-05,R39-06,73,3777509,63101383,3.09,Good,3,0,13.1,5800,126.06
85185750,576819,637907,2024-05-22 05:07:37,Outbound,241,Zone-E,Zone-G,R28-07,R23-03,68,6969257,70554920,3.66,Good,3,0,2.2,8462,1.49
86088339,574475,623462,2025-03-08 10:13:42,Inbound,775,Zone-G,Zone-F,R39-04,R15-09,105,5445876,41527360,30.1,Good,5,0,8.3,3205,7.0
87252618,506880,674983,2023-09-29 08:45:51,Internal Transfer,246,Zone-H,Zone-F,R13-05,R36-02,56,3458011,41549477,20.46,Quarantine,1,0,21.6,6598,31.52
46337667,502678,665671,2024-01-06 05:40:23,Inbound,261,Zone-F,Zone-C,R03-05,R42-07,80,5404867,54292300,16.85,Good,2,1,13.7,3441,9.22
24506920,530894,655379,2024-05-02 16:34:56,Return,237,Zone-E,Zone-B,R24-01,R34-07,119,2878103,27568438,54.57,Good,1,0,27.5,6566,6.27
72245549,573022,681482,2024-11-06 17:40:52,Outbound,68,Zone-H,Zone-H,R44-04,R16-08,73,1681827,13005843,9.11,Good,3,0,-4.1,9290,25.69
11761469,515323,669844,2025-08-20 13:23:12,Outbound,177,Zone-D,Zone-F,R37-03,R47-01,34,9941726,67179490,0.54,Good,1,1,14.1,3698,76.8
55273169,517238,678131,2025-05-11 10:46:14,Inbound,710,Zone-A,Zone-H,R15-01,R31-08,8,8854173,42848643,22.22,Good,4,0,6.8,5281,16.53
78879602,573022,688889,2023-05-20 08:23:26,Inbound,453,Zone-H,Zone-H,R33-06,R34-09,65,1462036,10187327,13.09,Good,3,0,32.0,9151,16.73
18368926,528931,699267,2025-09-04 05:46:33,Outbound,343,Zone-H,Zone-D,R48-06,R39-03,11,9558525,91342954,25.99,Good,3,0,4.1,3655,12.78
27437128,509144,648338,2023-11-04 10:59:07,Internal Transfer,935,Zone-B,Zone-G,R10-08,R40-03,111,4179742,14811577,11.48,Good,3,0,32.3,6317,4.42
89909854,514423,669894,2024-03-21 19:11:21,Adjustment,626,Zone-A,Zone-H,R24-09,R13-05,45,6092939,12487299,22.07,Damaged,2,0,10.1,5277,10.79
78565743,562196,695477,2025-06-08 00:07:00,Outbound,248,Zone-D,Zone-F,R16-07,R32-06,22,2241653,24552025,11.36,Expired,1,0,-4.6,2811,16.36
24065644,506688,600782,2024-02-04 13:04:12,Outbound,918,Zone-B,Zone-D,R26-06,R40-05,19,6202086,77317612,25.34,Good,2,0,34.0,1878,35.06
83105559,522353,678222,2025-03-24 06:55:13,Internal Transfer,432,Zone-F,Zone-B,R36-04,R32-04,85,1019466,80462763,5.81,Good,2,0,33.8,2131,84.27
62678041,524287,603097,2026-02-04 17:34:39,Outbound,998,Zone-D,Zone-E,R44-07,R03-01,70,3175855,43325189,3.87,Good,2,0,0.1,8365,23.83
89273305,533917,651580,2023-10-23 07:42:40,Inbound,665,Zone-B,Zone-F,R33-02,R19-09,63,1789144,53508182,5.03,Good,1,0,24.2,2571,1.94
71683550,536047,683144,2026-04-14 15:58:56,Inbound,81,Zone-A,Zone-D,R44-03,R22-06,102,6876538,45851991,3.88,Good,4,0,14.8,3318,12.23
91273706,508494,637907,2024-05-13 21:06:58,Internal Transfer,144,Zone-H,Zone-H,R44-02,R09-03,96,1781650,86449609,17.67,Good,3,1,9.4,6657,28.72
91831212,550662,661071,2023-11-22 12:55:47,Outbound,303,Zone-C,Zone-D,R21-07,R15-03,64,9340707,68305279,96.91,Good,4,0,32.5,3287,28.83
62762557,506915,665671,2026-03-26 20:42:49,Replenishment,61,Zone-C,Zone-A,R11-02,R45-08,13,1555606,92740551,6.63,Good,4,0,14.7,1862,7.98
53515618,526503,624931,2024-09-23 09:04:38,Inbound,280,Zone-B,Zone-E,R35-07,R47-03,11,8352760,41774923,7.96,Good,4,0,2.1,9046,13.44
11015615,577797,604150,2023-09-15 05:02:57,Return,860,Zone-D,Zone-H,R48-07,R41-06,3,5937373,44129932,15.12,Good,2,0,3.0,6514,14.7
57568647,509478,685359,2024-04-20 10:38:28,Inbound,905,Zone-H,Zone-F,R28-03,R46-09,25,2882782,10688521,5.05,Expired,2,0,18.5,8116,9.99
50325699,569530,76092,2023-03-29 19:05:56,Inbound,827,Zone-C,Zone-C,R26-07,R39-03,28,1259072,73335514,61.75,Good,1,1,6.3,4778,139.29
52256512,562595,633675,2024-06-10 22:21:14,Replenishment,463,Zone-H,Zone-H,R07-09,R27-03,24,1861092,13615058,23.46,Quarantine,4,0,12.7,8241,15.82
64065270,506576,628516,2025-01-22 06:36:27,Adjustment,297,Zone-B,Zone-E,R27-05,R18-03,112,8946976,64124272,48.68,Good,2,0,33.0,5434,24.87
33890137,500521,615238,2023-12-21 21:28:55,Outbound,483,Zone-F,Zone-F,R21-03,R35-07,90,4488974,40957806,0.58,Good,3,0,-2.9,8634,25.56
64795801,516771,674983,2025-03-23 01:41:37,Internal Transfer,955,Zone-G,Zone-A,R14-01,R05-08,50,2531054,94741796,4.14,Good,2,0,27.0,1799,23.73
22866979,565373,621159,2025-07-06 09:32:57,Return,814,Zone-D,Zone-A,R04-06,R17-03,80,4749330,33783574,1.11,Good,1,0,31.4,1673,6.03
93521831,567822,639675,2024-03-20 15:24:55,Internal Transfer,620,Zone-G,Zone-G,R44-08,R11-01,16,5307743,37779831,19.16,Good,3,0,29.1,8801,31.33
25046306,576992,681482,2024-10-16 06:21:10,Inbound,641,Zone-B,Zone-E,R11-09,R37-09,92,2733865,61205351,12.05,Damaged,5,0,21.6,1456,4.34
41738806,560510,607530,2024-05-13 18:13:13,Internal Transfer,343,Zone-G,Zone-G,R21-06,R49-04,77,6926236,63629537,34.33,Damaged,4,0,23.4,7755,44.78
86764930,519798,615238,2024-08-08 18:19:00,Outbound,426,Zone-G,Zone-F,R37-03,R13-01,79,2613681,22417795,29.71,Good,2,0,6.2,8088,14.05
36016897,513665,620941,2023-09-22 04:30:31,Outbound,840,Zone-F,Zone-B,R16-02,R41-05,63,5564426,41991843,37.98,Good,1,0,-2.7,2821,45.72
77266694,509679,661071,2025-01-02 13:30:05,Outbound,687,Zone-G,Zone-B,R04-03,R30-02,10,9176332,12889726,3.31,Good,3,0,12.4,5184,68.36
75213500,505203,616596,2026-03-17 03:41:13,Inbound,845,Zone-C,Zone-D,R48-04,R43-05,100,6172117,98143509,0.95,Good,5,0,24.4,5894,89.42
70330633,510163,669417,2025-07-19 08:39:11,Inbound,420,Zone-B,Zone-D,R38-07,R11-01,47,3608563,82629268,5.07,Good,4,0,-4.9,9677,13.69
94336682,581440,679721,2026-03-25 16:45:40,Outbound,127,Zone-B,Zone-E,R14-09,R47-09,113,7191660,52844317,9.27,Good,2,0,33.4,9356,29.57
25903823,549053,674983,2025-09-06 05:11:10,Replenishment,759,Zone-H,Zone-D,R22-03,R11-01,95,6602617,15579361,14.49,Good,5,0,2.4,8439,66.85
34604031,524853,678131,2024-12-11 22:44:29,Outbound,607,Zone-E,Zone-F,R17-07,R34-01,45,5920210,82190644,30.14,Good,2,0,-3.6,1084,114.08
70473396,534370,639675,2026-03-18 03:21:55,Internal Transfer,102,Zone-H,Zone-G,R27-03,R03-02,27,8639833,65597314,1.58,Damaged,5,0,21.8,9909,13.7
80345452,514597,600358,2025-05-03 22:11:44,Return,573,Zone-A,Zone-F,R44-01,R24-06,111,9918080,82240396,10.74,Good,4,0,28.6,5731,3.28
98903608,578109,633396,2025-04-20 03:54:20,Outbound,963,Zone-G,Zone-D,R34-03,R22-06,103,5225274,29983994,7.72,Good,2,1,10.7,8080,2.35
95327358,539329,604150,2025-08-29 08:23:08,Internal Transfer,751,Zone-E,Zone-E,R27-01,R47-04,101,3978592,39716400,0.33,Good,5,0,30.9,3552,85.14
99080665,538100,615238,2025-03-16 15:03:34,Return,75,Zone-C,Zone-A,R09-04,R47-04,102,2304363,38697974,23.3,Good,2,0,16.3,9723,38.15
76032527,536524,614918,2024-10-23 19:41:51,Outbound,700,Zone-B,Zone-G,R48-05,R32-07,38,9862021,86054971,35.81,Damaged,1,0,20.7,8755,83.56
99154250,574264,661071,2026-04-19 23:26:59,Outbound,115,Zone-A,Zone-B,R19-08,R25-03,116,6150592,67045343,6.08,Good,3,0,32.2,5036,38.02
12669101,549620,610734,2024-10-10 07:26:03,Outbound,846,Zone-C,Zone-B,R30-08,R45-02,36,5753752,16219199,15.66,Quarantine,1,0,13.0,6497,33.94
59843426,534895,621159,2024-12-29 00:37:44,Outbound,420,Zone-F,Zone-B,R08-07,R13-08,75,9697758,12921655,26.15,Quarantine,1,0,6.4,7705,46.31
71069103,554057,651059,2025-07-27 03:49:32,Replenishment,758,Zone-A,Zone-G,R23-07,R31-07,9,6223028,64333325,2.1,Good,3,0,5.3,5214,96.07
78881499,507476,668650,2025-11-06 15:17:45,Return,272,Zone-H,Zone-C,R01-07,R31-02,74,8938733,75961215,16.42,Good,2,0,19.7,9077,34.66
38096551,532555,600358,2025-12-01 23:17:43,Inbound,525,Zone-G,Zone-H,R04-09,R18-04,112,4965795,21452492,13.73,Good,2,0,30.3,3446,15.77
44976215,536108,699267,2023-06-01 22:51:19,Inbound,485,Zone-H,Zone-B,R18-06,R11-07,71,6375816,66031051,36.66,Good,2,0,21.9,6125,53.68
69327872,528806,683144,2025-02-06 00:19:22,Outbound,397,Zone-H,Zone-B,R24-09,R19-01,23,5919858,21624233,10.9,Good,2,0,15.2,1462,107.79
65727947,565373,699267,2024-05-18 13:45:17,Inbound,872,Zone-F,Zone-D,R28-01,R15-04,118,9557699,76200965,44.74,Good,4,0,1.0,8357,44.32
38656678,545307,699267,2025-08-13 00:54:28,Internal Transfer,199,Zone-G,Zone-B,R29-07,R17-01,57,9428339,26366478,0.19,Good,4,1,-5.0,9349,94.77
62219013,576507,600782,2026-03-03 05:00:08,Outbound,185,Zone-E,Zone-A,R49-06,R13-08,4,4861670,39974061,31.4,Good,3,0,23.5,7465,4.71
40901515,574745,679969,2023-05-30 08:31:56,Replenishment,703,Zone-E,Zone-D,R42-08,R37-06,113,1808085,52701758,2.05,Good,1,0,33.8,4388,29.65
73164404,574780,695477,2023-09-10 11:31:36,Internal Transfer,991,Zone-C,Zone-B,R07-09,R43-08,2,8254549,90311692,5.31,Good,1,0,-0.7,8403,29.6
41076908,516133,669894,2025-04-10 01:09:15,Inbound,389,Zone-F,Zone-E,R26-06,R16-03,76,2640172,57528274,22.5,Good,4,1,8.9,9910,35.5
70600804,529154,610734,2025-07-13 17:22:06,Inbound,707,Zone-E,Zone-C,R31-08,R14-05,76,4880844,80001072,20.05,Good,4,0,21.4,3867,17.97
64797460,520886,678222,2026-01-23 03:55:24,Return,527,Zone-C,Zone-C,R20-08,R48-07,94,8806972,57582989,13.19,Good,3,0,15.6,5524,69.49
42489674,565317,669417,2024-03-06 06:28:08,Inbound,721,Zone-D,Zone-H,R40-08,R46-06,82,9445208,94925852,5.73,Good,4,0,8.5,7182,49.82
42097742,502715,602267,2025-08-28 13:46:55,Internal Transfer,186,Zone-B,Zone-A,R06-03,R29-05,67,2634181,81960490,20.08,Good,3,0,5.2,1937,3.55
87210247,528139,631871,2025-11-26 05:51:40,Inbound,106,Zone-A,Zone-G,R10-05,R04-07,30,8888262,61822226,19.65,Good,3,0,11.1,3368,67.32
49685709,512906,665434,2026-04-15 10:00:41,Internal Transfer,115,Zone-C,Zone-F,R03-01,R37-09,67,4883125,63222657,12.74,Good,5,0,-3.8,5380,14.4
