reading_id,sensor_id,robot_id,timestamp,reading_type,value,unit,threshold_min,threshold_max,alert_triggered,alert_level,battery_level_pct,signal_strength_dbm,location_x_m,location_y_m,floor_level,zone_id,status_code,calibration_offset,packet_loss_pct
69098285,708520,244619,2024-03-09 21:27:21,Temperature,45.5617,Nm,30.09,66.37,0,,72,-27,155.82,27.83,1,225896,WARN,-0.4404,0.45
39519863,727710,307192,2024-05-25 04:24:27,Vibration,53.3228,°C,39.34,77.34,0,,90,-82,38.61,91.38,3,259789,WARN,0.3428,0.64
26390159,725804,330368,2024-03-21 16:10:54,Position,73.2259,m/s²,60.3,97.84,0,,66,-84,17.34,126.74,1,225644,OK,0.1461,1.94
60777759,745247,315601,2025-08-28 21:48:56,Acceleration,31.2301,m,14.79,56.84,1,Warning,26,-66,123.65,16.37,1,246274,TIMEOUT,-0.2656,0.05
55804467,707610,279917,2024-11-12 14:18:56,Speed,71.9434,A,56.96,98.62,0,,31,-32,72.77,21.13,3,235212,WARN,0.3194,0.81
59977819,760210,330368,2024-11-21 09:56:32,Speed,53.556,m/s,32.31,80.85,1,Warning,9,-74,170.51,102.81,3,235198,CALIB,-0.2416,1.31
80470229,700108,293125,2025-03-28 23:44:50,Speed,58.2723,m/s,30.64,70.17,1,Info,32,-90,25.26,99.3,1,260142,TIMEOUT,-0.592,0.43
56345013,730282,196966,2025-08-29 10:00:33,Temperature,-22.6649,A,-36.71,4.62,0,,94,-29,152.65,92.15,1,267955,WARN,0.3428,0.53
87549742,754805,337172,2024-05-19 01:56:14,Speed,38.0819,m,8.22,62.55,0,,23,-29,140.17,53.03,2,211550,CALIB,-0.6067,0.24
76043978,730575,359495,2026-01-30 12:40:02,Acceleration,88.8701,m/s²,72.54,116.89,0,,22,-38,198.44,66.87,2,242742,WARN,0.1253,0.05
63508699,769549,307192,2024-01-27 12:59:37,Position,48.8612,lux,27.39,74.24,1,Warning,74,-76,82.83,35.38,2,206937,CALIB,-0.4608,0.48
70246622,757925,244619,2026-03-31 15:02:43,Speed,37.1247,Nm,18.45,47.13,0,,23,-39,48.2,23.71,3,249237,TIMEOUT,0.7433,4.92
29839201,747979,214819,2024-04-20 10:19:39,Temperature,60.4192,m/s²,48.81,86.68,0,,42,-33,106.27,68.68,2,274468,TIMEOUT,0.5915,1.03
24439137,762012,249592,2025-11-15 05:15:14,Luminosity,41.4869,°C,13.0,67.56,0,,96,-63,168.56,85.85,3,209294,ERR,0.8334,0.8
32134240,739065,244619,2023-10-31 15:40:22,Torque,14.7191,g,-4.78,36.76,0,,20,-35,172.21,79.77,1,207246,OK,-0.0027,0.0
18722421,728130,320932,2023-06-21 20:21:18,Torque,61.6365,g,45.62,90.82,0,,95,-76,77.09,79.72,3,273796,OK,0.3398,1.07
93077213,710877,261510,2025-03-24 18:14:05,Distance,30.0619,m/s²,17.9,59.14,0,,33,-34,152.43,11.31,1,210770,OK,-0.0897,0.39
54932906,762012,340277,2024-08-07 01:25:10,Distance,44.7767,lux,33.08,65.95,0,,16,-22,56.75,135.39,2,254320,TIMEOUT,-0.2892,1.05
48572460,732221,259095,2023-03-17 05:44:52,Vibration,70.2931,Pa,57.36,84.69,0,,32,-77,132.94,58.4,3,244872,WARN,-0.1036,3.48
76359126,718292,275174,2024-12-09 11:10:14,Current,49.9908,Nm,25.01,76.24,0,,70,-38,188.55,60.43,1,238978,TIMEOUT,-1.5856,4.19
34179125,717795,348893,2026-03-08 13:11:55,Speed,60.1565,m/s,39.77,73.96,0,,68,-64,97.91,131.93,2,271969,CALIB,-0.3379,1.4
60009401,725804,361825,2025-06-20 16:58:30,Distance,1.0837,m/s,-10.38,25.08,0,,38,-84,68.79,39.34,3,266246,CALIB,0.2763,0.18
12306984,707234,249592,2025-12-27 01:51:07,Torque,103.6863,m,89.73,127.49,0,,82,-63,36.31,140.24,3,260774,CALIB,-0.3808,1.44
56650380,700140,348893,2026-02-14 09:37:09,Acceleration,35.025,m,7.03,57.79,1,Warning,47,-27,183.27,58.72,2,222099,OK,0.4442,0.28
91646847,716393,227135,2025-06-03 16:32:39,Luminosity,82.4799,m,55.67,96.94,0,,59,-83,79.45,111.02,3,211550,TIMEOUT,0.2386,0.71
35617090,745464,248146,2024-07-30 04:40:45,Current,67.6493,m/s,39.47,80.61,0,,24,-48,63.4,82.14,1,253267,TIMEOUT,-0.23,0.21
34074254,716393,214819,2025-01-29 09:08:21,Speed,50.7429,m,28.1,75.13,0,,46,-66,78.1,24.66,1,253267,CALIB,-0.5157,3.5
98585163,707537,312809,2025-07-13 02:41:44,Temperature,41.9742,A,22.4,60.95,0,,81,-62,172.37,59.82,3,261589,ERR,0.5949,0.05
48789508,753740,264294,2026-04-24 19:42:11,Speed,67.2641,g,41.26,82.26,0,,83,-58,74.36,94.92,2,238978,OK,-0.171,1.94
32063757,764863,226224,2025-06-01 17:25:20,Acceleration,68.716,m,47.46,97.35,0,,72,-63,88.48,98.14,2,207246,TIMEOUT,-1.1714,6.58
73897015,742855,226224,2025-05-16 20:55:48,Temperature,73.9566,Nm,51.42,101.24,1,Warning,99,-45,198.11,94.17,3,206536,CALIB,-0.5229,5.02
96190568,762771,197718,2025-11-10 18:33:13,Speed,33.1131,Pa,11.92,47.41,0,,14,-42,43.47,29.32,3,249797,WARN,0.6555,0.33
51929403,758220,249592,2024-08-28 08:18:46,Temperature,37.398,m/s,18.25,49.26,1,Info,13,-66,31.49,49.33,2,220452,ERR,0.251,0.98
73067959,744788,371360,2024-04-20 09:52:03,Position,67.9019,Nm,48.75,82.33,0,,90,-84,188.62,56.06,2,270995,WARN,-0.3082,1.25
21922698,740653,259095,2025-01-20 19:40:26,Position,82.7847,Pa,65.51,98.35,0,,91,-39,151.69,95.05,2,240601,ERR,-0.281,2.11
18935510,747714,249592,2024-08-23 14:59:18,Acceleration,32.8759,A,21.45,56.98,0,,8,-32,28.55,91.4,1,240291,ERR,0.1618,11.49
49550243,706181,353245,2025-09-19 05:35:10,Temperature,90.2957,deg,80.11,108.47,0,,88,-26,130.39,40.4,2,241320,WARN,0.7172,3.25
47121266,713322,349409,2023-05-21 05:03:53,Distance,30.9978,A,17.37,56.81,0,,94,-51,134.24,107.1,1,241320,TIMEOUT,0.1834,4.44
84030183,753740,293125,2024-12-01 13:01:05,Distance,10.7029,A,-11.75,25.27,0,,85,-24,130.3,41.32,1,268432,CALIB,0.3813,0.09
74016369,746166,369993,2024-07-25 06:33:38,Vibration,45.3814,m/s,21.87,62.26,1,Critical,24,-72,100.6,45.7,1,210770,CALIB,-0.3308,2.7
10964477,745380,335025,2023-07-19 22:17:50,Torque,49.0355,Nm,29.84,73.05,1,Warning,35,-75,160.0,12.77,3,262255,OK,-0.2152,0.23
30631822,752378,304218,2023-02-28 16:23:58,Speed,38.201,m,10.43,67.48,0,,71,-48,164.8,80.92,2,227751,WARN,-0.5195,0.65
86175457,708563,203076,2025-09-22 18:24:13,Luminosity,45.4005,lux,34.14,67.95,0,,7,-73,117.29,16.82,3,227013,OK,-0.8293,1.89
66261187,768428,365277,2025-05-20 20:38:19,Acceleration,55.1055,Nm,29.66,82.9,0,,72,-71,142.82,109.46,3,270500,CALIB,0.1539,1.59
74886634,705024,312809,2026-04-09 21:40:24,Position,27.0651,g,10.53,46.11,0,,71,-21,141.85,58.07,1,271969,TIMEOUT,-0.2795,0.9
23336232,717194,261510,2026-02-12 13:02:10,Temperature,95.0846,m/s,69.72,108.99,0,,12,-75,165.89,121.72,2,227057,ERR,0.2198,2.86
47426927,737238,348262,2024-09-08 00:54:00,Temperature,60.4426,m/s,47.83,74.44,0,,74,-77,153.27,114.64,1,260142,WARN,-0.0882,3.18
36055828,744957,359495,2025-04-04 14:05:08,Position,35.5954,Nm,8.0,58.2,0,,23,-76,137.78,103.63,2,242742,ERR,-0.128,0.9
94589605,707234,369993,2025-12-03 08:24:57,Luminosity,4.3497,g,-12.22,28.4,0,,42,-86,40.64,62.37,2,210770,WARN,-0.028,2.8
68151909,769778,248146,2026-01-16 05:27:08,Speed,29.5705,A,13.59,44.97,0,,93,-72,189.86,68.95,2,245938,ERR,-0.5146,10.26
94902062,723208,282464,2025-11-01 21:52:50,Acceleration,44.841,A,20.87,54.97,0,,26,-66,192.02,99.91,2,274468,OK,0.8889,1.26
35900966,728130,264294,2023-07-05 01:58:36,Torque,56.1203,g,41.78,79.51,0,,52,-82,54.93,104.99,1,259789,OK,0.3446,2.29
25263547,734524,361825,2024-04-07 10:13:59,Temperature,48.125,deg,34.22,58.71,1,Warning,36,-24,117.87,65.13,1,238978,OK,0.5299,1.43
58226852,754949,262631,2024-01-06 22:45:12,Acceleration,57.2847,A,42.41,75.96,1,Critical,86,-88,191.91,20.88,3,268432,OK,0.1991,0.68
28290281,744760,264294,2023-08-12 10:24:10,Acceleration,45.912,Pa,35.58,72.47,0,,16,-67,177.21,46.08,3,267955,ERR,-0.3674,0.74
16540827,716322,282464,2024-04-21 00:22:51,Current,20.4213,deg,1.14,43.29,0,,91,-80,161.56,111.36,2,209263,OK,0.5799,2.76
14149078,734676,304514,2025-07-14 16:50:35,Current,62.4746,A,35.34,72.84,1,Info,8,-57,173.04,129.39,1,254320,CALIB,-0.7985,1.24
42999373,760643,335025,2024-12-27 15:38:45,Current,86.2102,Pa,65.68,113.27,0,,43,-47,36.55,140.05,1,225896,TIMEOUT,0.6547,0.28
82680161,700108,206205,2024-07-03 17:36:02,Distance,71.4546,m/s,56.7,96.85,0,,78,-88,53.87,128.85,3,259172,CALIB,0.6217,0.82
46082079,754790,365277,2023-09-23 10:05:26,Temperature,55.6982,deg,27.08,79.86,0,,89,-59,9.2,17.59,3,240601,OK,-0.1387,6.76
92377453,722298,282464,2024-12-23 22:26:53,Vibration,60.664,g,44.63,71.54,0,,66,-50,179.77,69.85,2,219630,OK,-0.6358,7.49
39434147,769579,227135,2024-03-27 06:17:37,Speed,43.4009,Pa,20.13,64.29,1,Info,26,-75,92.49,114.13,2,215159,TIMEOUT,0.5259,1.66
41134509,704950,315601,2025-05-17 20:41:50,Distance,17.779,m,0.59,28.62,0,,79,-85,191.24,132.81,2,261101,WARN,-0.5082,1.35
20286173,717680,348262,2025-03-27 16:15:26,Torque,69.257,Pa,53.27,93.29,0,,84,-89,188.21,74.19,3,227013,OK,-0.0107,0.16
42755979,707270,193062,2024-04-10 03:13:10,Current,38.6464,g,17.94,65.24,0,,89,-77,138.05,0.78,2,239090,TIMEOUT,-0.6528,0.79
27268275,739065,193062,2023-06-20 11:56:54,Speed,48.4658,g,33.1,61.69,0,,77,-88,119.6,102.11,3,270500,ERR,0.1016,0.68
86412525,710409,282126,2025-09-02 17:01:27,Current,41.0612,Pa,27.22,59.92,1,Warning,21,-53,85.46,31.04,2,267024,TIMEOUT,0.5037,3.47
57224551,750594,206205,2023-11-17 21:51:47,Pressure,36.939,Nm,11.81,64.44,0,,39,-29,88.7,144.45,3,259789,OK,-0.059,0.48
83552058,725804,248706,2023-12-02 02:27:32,Torque,89.1531,m/s,62.03,109.81,0,,27,-49,72.92,80.02,3,271969,CALIB,0.6559,2.43
20410898,724857,244619,2023-05-31 04:33:06,Position,47.8782,lux,23.95,61.64,0,,93,-36,110.29,37.82,2,268034,CALIB,0.4574,10.0
74243171,702995,236348,2023-01-10 22:51:41,Position,68.0298,deg,43.38,81.75,1,Warning,7,-35,129.5,34.11,1,249797,CALIB,-0.5773,4.66
66526729,702228,310545,2024-09-08 21:36:42,Acceleration,16.8549,m/s²,-3.6,32.52,1,Info,22,-55,65.66,125.9,2,206937,WARN,-0.1054,4.67
52497928,745464,249592,2023-11-18 06:19:37,Distance,33.7219,g,13.1,53.29,1,Info,65,-33,68.3,145.5,1,232480,OK,-0.2086,2.7
56121210,726727,282126,2025-03-03 04:07:17,Speed,63.2891,Nm,40.11,76.27,0,,44,-43,105.96,147.5,2,271969,ERR,0.1171,1.64
60672112,733485,365277,2024-08-26 14:01:05,Current,41.5351,m/s²,17.98,65.29,0,,33,-36,21.89,15.21,2,263154,ERR,-0.0648,10.9
74905035,734676,348262,2024-01-23 20:28:02,Distance,87.432,°C,63.36,109.94,0,,52,-85,17.87,72.38,2,209263,TIMEOUT,0.1805,0.06
87415956,749963,314889,2024-12-17 11:28:06,Speed,64.6358,m/s²,51.63,91.09,0,,25,-27,67.36,79.2,3,212996,WARN,-0.0579,1.7
54133500,754790,361825,2024-10-15 05:06:05,Current,17.4881,Nm,-2.14,44.14,0,,33,-50,130.35,63.88,1,209294,WARN,-0.8151,1.82
66010650,758526,312809,2025-02-26 20:25:01,Torque,46.2827,Nm,21.32,71.56,1,Warning,72,-82,159.71,58.63,1,206536,ERR,-0.8597,1.36
33743079,745380,348262,2023-09-30 10:43:37,Position,77.272,m/s,49.53,96.97,1,Info,44,-84,114.88,78.19,2,251061,OK,0.0529,0.28
95854950,720279,262631,2023-12-01 10:26:20,Vibration,23.4683,°C,10.79,44.27,0,,7,-68,53.93,7.68,1,262255,ERR,0.2727,3.09
55927874,714934,270524,2025-07-08 00:53:02,Current,34.3336,lux,14.53,51.74,1,Warning,86,-43,146.01,50.69,1,259172,TIMEOUT,-0.2415,4.51
10726909,746042,365277,2025-05-28 12:04:45,Vibration,42.9883,Nm,32.93,55.11,1,Info,84,-32,7.65,19.56,1,217505,OK,-0.4534,0.96
68885239,702995,261510,2024-09-20 17:52:41,Temperature,73.2041,A,52.77,99.91,1,Info,73,-84,58.75,123.61,1,205980,CALIB,-0.4544,6.57
31100854,710409,315601,2023-01-12 12:52:24,Vibration,33.7782,A,4.74,46.28,0,,65,-90,147.91,54.17,1,235212,TIMEOUT,-0.7162,1.92
22459530,768888,364234,2025-03-09 14:14:03,Speed,103.1949,g,80.56,120.09,1,Warning,85,-23,82.18,5.41,1,267024,TIMEOUT,-0.582,0.97
81086299,768928,312809,2025-03-26 10:25:18,Speed,67.1551,m,53.81,79.02,1,Warning,19,-55,34.29,142.79,3,206925,WARN,0.0346,4.67
34703129,716845,281322,2024-09-05 14:58:01,Temperature,59.0888,°C,43.29,86.96,0,,62,-84,129.01,74.87,3,274468,WARN,-0.3269,0.86
64549916,765724,293125,2023-06-29 04:07:14,Current,44.0174,deg,18.69,66.14,0,,62,-26,151.17,13.17,3,244872,OK,-0.3588,0.69
66666578,702871,196966,2024-12-29 15:49:02,Speed,59.5646,m,37.98,84.92,0,,50,-68,93.75,15.98,2,249797,ERR,0.7976,10.31
19288645,712656,270524,2024-08-14 12:18:05,Speed,81.9053,A,65.32,94.53,1,Warning,29,-50,197.17,92.77,1,209294,CALIB,0.253,2.46
93708135,767074,314889,2023-03-05 17:00:25,Torque,74.6705,m,60.1,101.74,0,,60,-53,187.61,91.92,2,262423,CALIB,0.0658,0.52
75203574,755964,330368,2023-04-16 02:39:14,Torque,20.8295,m/s²,-1.93,39.64,0,,11,-36,35.9,65.63,1,221982,TIMEOUT,0.3893,0.45
48136081,769579,196966,2025-06-06 22:29:33,Temperature,52.1242,m/s²,36.97,71.26,1,Info,30,-71,78.81,62.75,2,210770,CALIB,0.1247,1.48
11360378,725804,230071,2025-02-02 20:34:03,Luminosity,48.2832,A,21.5,69.73,0,,92,-23,48.31,21.96,2,206536,OK,0.1771,0.11
73085289,753432,193062,2023-02-17 11:30:43,Temperature,22.5804,deg,-7.0,47.44,1,Warning,22,-32,188.56,105.79,2,235212,CALIB,-0.217,0.99
43752838,730250,312809,2025-03-15 13:02:19,Temperature,35.4059,Nm,16.85,63.61,0,,33,-31,105.32,101.59,1,245938,ERR,-0.5056,5.47
36749799,726727,230071,2025-11-25 00:13:18,Torque,47.9485,m/s,18.57,69.4,0,,64,-84,81.45,120.16,3,267633,TIMEOUT,-0.0211,0.49
42143258,747979,353110,2025-12-05 16:31:42,Current,33.8118,deg,13.36,47.52,0,,26,-56,4.06,54.1,3,268432,OK,0.0274,0.63
68920186,719134,230071,2023-06-08 01:44:08,Distance,33.4274,°C,19.39,45.71,1,Info,79,-32,75.48,78.27,2,205969,CALIB,0.0617,0.87
33453070,765466,361825,2026-01-02 01:09:35,Torque,37.4304,°C,27.04,60.59,0,,93,-53,22.05,56.56,2,235212,TIMEOUT,-0.0043,1.36
19117999,704246,236348,2024-08-09 06:41:08,Current,65.6622,A,41.36,87.64,0,,96,-68,123.4,83.65,2,268432,TIMEOUT,0.1094,0.48
81899004,756446,314889,2024-02-23 13:37:12,Pressure,50.4228,lux,29.86,64.49,1,Info,71,-45,93.18,132.92,1,216408,CALIB,0.4411,0.2
48763172,763536,214819,2024-07-31 19:49:57,Distance,69.9311,m,50.47,97.36,0,,76,-28,154.54,28.72,2,219630,TIMEOUT,-1.1901,0.32
73949713,725804,275174,2026-01-16 02:41:33,Vibration,70.6112,Pa,41.58,90.05,1,Critical,82,-55,49.16,0.37,3,227013,TIMEOUT,0.1483,1.65
78904624,715740,193062,2024-07-05 13:42:25,Distance,88.6526,lux,66.39,113.92,0,,26,-42,39.72,74.38,3,206536,CALIB,-0.0664,0.3
24797000,719401,237080,2026-02-23 22:28:37,Position,75.2105,m,64.65,96.76,1,Critical,26,-55,87.92,142.45,3,205716,OK,0.0763,5.88
80164896,730175,193062,2026-02-03 12:12:19,Torque,78.2279,Nm,54.14,98.11,1,Critical,92,-83,101.8,117.19,1,260774,WARN,0.5209,0.03
40246010,725804,282464,2024-12-31 03:33:09,Speed,58.5947,°C,33.11,72.1,0,,7,-68,107.13,47.26,2,275130,TIMEOUT,-0.7317,1.07
69699233,737380,206986,2024-12-03 09:28:10,Position,58.8929,m/s,41.23,84.61,1,Info,95,-80,191.92,78.64,2,267955,CALIB,0.8326,1.82
67869551,768261,348893,2026-04-02 18:21:32,Speed,45.2997,m/s,26.08,66.88,0,,90,-63,153.55,39.2,2,208059,OK,-0.0708,0.23
93343670,765973,203076,2026-01-27 19:48:56,Temperature,55.163,deg,29.22,75.65,0,,34,-53,79.78,111.63,3,246274,OK,-0.3301,0.38
18218192,734821,248706,2023-08-10 15:59:32,Current,27.4981,g,-0.6,47.55,0,,51,-77,83.79,3.99,1,270500,OK,0.5426,0.07
62872995,733485,304218,2025-08-31 11:45:11,Acceleration,35.5921,g,25.04,53.19,1,Info,19,-48,83.33,98.38,2,210830,OK,0.2398,2.32
34005441,729947,315601,2025-03-26 05:33:14,Torque,38.4258,deg,23.07,48.51,1,Critical,78,-84,144.32,24.61,1,275130,OK,-0.5795,2.16
67335142,747277,282464,2024-07-27 19:58:57,Current,50.5812,lux,26.47,77.99,1,Info,71,-31,161.08,15.66,2,220452,WARN,0.2038,3.94
25000977,745464,335025,2025-09-12 23:54:52,Distance,79.5931,Pa,54.84,100.0,1,Critical,84,-70,169.46,106.9,1,206536,ERR,0.4717,9.48
12725957,709303,337172,2024-10-12 11:51:09,Speed,9.3777,°C,-8.49,24.7,0,,69,-33,31.6,62.31,2,205980,TIMEOUT,0.6686,0.22
62487352,718292,206205,2026-03-04 21:11:47,Current,46.7666,A,25.25,56.86,0,,38,-55,195.26,59.08,3,211550,TIMEOUT,0.0397,0.28
97451675,725778,348893,2025-02-23 14:31:49,Torque,31.3846,A,21.1,52.82,1,Info,77,-56,161.88,84.18,2,259172,CALIB,0.1061,0.24
35474810,762771,261510,2023-05-07 05:08:18,Speed,41.6307,Pa,13.59,58.68,0,,51,-31,87.4,144.97,2,260142,OK,0.0702,2.33
26779085,708520,244619,2025-01-26 12:36:16,Pressure,23.5276,lux,12.33,41.94,1,Warning,6,-33,105.02,20.09,1,259083,TIMEOUT,-0.1496,1.01
22970070,700855,226201,2024-07-23 09:51:22,Acceleration,40.5709,Nm,22.24,50.95,0,,16,-80,19.57,105.55,3,275130,ERR,-0.6417,2.49
23182416,765505,237080,2026-02-28 15:02:35,Temperature,37.3089,lux,9.07,60.6,0,,74,-58,161.63,3.18,1,235659,WARN,-0.3106,0.68
73692511,735011,330368,2023-05-06 07:43:07,Speed,35.4035,deg,12.93,59.72,1,Warning,67,-29,75.53,102.48,3,207246,TIMEOUT,-0.4657,0.03
82998813,730175,226224,2025-08-21 10:02:01,Distance,28.725,°C,9.11,47.07,0,,6,-27,183.94,54.27,1,205716,ERR,-0.9773,1.78
83078271,708643,353110,2025-04-03 14:16:24,Pressure,71.6294,deg,43.19,100.59,1,Critical,99,-34,183.49,148.16,1,235198,ERR,-0.2633,10.55
44297351,768429,226201,2023-06-11 18:51:00,Pressure,79.1544,A,53.42,102.46,0,,78,-33,148.5,137.44,3,238978,ERR,0.1756,6.66
87220050,770388,195528,2025-08-14 15:43:30,Luminosity,82.9103,A,53.23,100.0,1,Info,70,-63,72.5,107.71,3,237363,WARN,0.565,0.36
49584965,745380,216929,2023-05-30 02:40:22,Vibration,55.959,m,33.26,77.53,0,,73,-28,48.62,26.53,1,227751,CALIB,1.2065,0.34
64896726,752778,226224,2025-12-07 01:32:58,Vibration,61.6557,Nm,37.85,91.16,0,,29,-62,59.72,60.95,3,260774,CALIB,-0.0105,5.92
95782525,720218,237080,2024-06-21 17:36:03,Speed,26.8522,m/s²,2.3,41.07,0,,87,-72,4.94,124.18,1,274158,CALIB,-0.2857,3.55
18572936,730282,206205,2025-07-27 01:50:41,Temperature,67.2435,Pa,56.03,92.38,0,,98,-70,140.39,116.39,1,267955,TIMEOUT,0.534,1.81
12135794,764863,282464,2023-09-24 22:28:02,Distance,92.6029,m/s²,75.48,115.91,0,,32,-47,28.96,39.06,1,205980,WARN,-0.5406,1.25
35723578,743330,337172,2025-08-27 07:43:32,Position,38.7621,m/s,21.81,49.39,1,Info,59,-28,17.08,109.89,3,210770,ERR,0.8116,0.07
88823213,722298,353110,2023-07-23 09:21:46,Temperature,36.4721,Pa,24.09,55.94,0,,59,-80,57.09,13.46,3,261589,ERR,-0.796,0.34
32093218,767074,226224,2024-12-18 19:57:21,Temperature,69.9589,m/s,49.66,85.06,0,,89,-50,178.53,44.61,1,263154,CALIB,-0.9731,0.48
98640252,737095,335025,2023-05-17 17:31:10,Torque,45.7999,m,35.68,71.44,0,,47,-67,127.15,120.47,2,206925,ERR,-0.0876,0.14
54265614,725102,261510,2024-10-24 03:34:35,Torque,50.1193,m/s,29.36,72.81,0,,10,-81,73.65,32.92,3,260142,CALIB,-0.1801,0.49
82295022,707270,304218,2025-03-24 18:18:14,Torque,67.2367,lux,40.5,90.42,1,Info,33,-82,8.25,109.44,1,227751,TIMEOUT,-0.7877,1.33
57785948,718292,197718,2025-06-01 17:20:45,Speed,81.7994,g,67.53,92.67,1,Warning,50,-35,104.84,100.61,3,273796,TIMEOUT,0.1035,0.64
38775611,750180,227135,2023-07-20 11:25:10,Temperature,37.8215,m,21.44,50.95,0,,26,-34,167.57,86.09,1,215159,TIMEOUT,0.4636,2.58
41782057,762654,359495,2023-12-14 13:05:16,Speed,96.639,g,74.62,108.04,0,,15,-71,188.35,95.55,2,227013,OK,0.047,3.4
96366562,769549,227135,2024-03-27 13:49:39,Temperature,77.6068,m/s²,60.85,100.92,0,,56,-65,135.05,144.44,2,235321,OK,0.3614,1.19
46358192,730250,371360,2024-02-03 02:17:08,Torque,18.7556,°C,-7.03,34.65,0,,71,-78,100.01,64.09,3,249237,ERR,-0.7907,1.3
71978529,704324,312809,2024-07-07 19:34:56,Speed,51.4492,lux,38.62,73.37,0,,34,-33,87.39,90.08,3,241320,ERR,0.1574,0.74
33177091,758399,335025,2026-02-21 07:10:43,Temperature,80.8214,m,68.49,91.92,0,,66,-22,184.73,115.76,1,209294,TIMEOUT,-0.0014,4.76
89672647,740653,264294,2026-03-01 09:44:21,Temperature,90.9449,A,79.08,118.68,0,,34,-87,42.38,89.0,3,259789,OK,0.3949,1.82
13497906,741430,215302,2024-08-18 22:38:15,Temperature,50.7006,Pa,23.63,79.08,1,Warning,16,-34,23.42,16.91,3,227751,TIMEOUT,0.2701,0.11
36928838,737981,214819,2023-08-31 12:38:06,Acceleration,49.9453,m/s²,35.65,77.82,1,Warning,82,-23,26.99,131.79,2,216408,TIMEOUT,-0.5608,2.67
71972106,83007,244619,2023-05-31 09:54:27,Acceleration,23.9096,m,0.2,46.27,1,Info,9,-87,117.43,14.7,3,235198,TIMEOUT,0.6323,1.28
26384982,724857,253533,2025-04-04 19:00:10,Vibration,60.6547,deg,34.71,73.88,1,Warning,22,-78,195.04,83.13,1,239090,WARN,-0.3592,0.34
71294373,730283,320932,2025-06-13 01:04:37,Current,66.4265,lux,53.22,90.96,1,Warning,51,-44,129.26,122.3,1,206925,ERR,-0.3531,1.06
77501769,710409,330368,2025-03-07 07:11:28,Torque,40.9608,m/s,11.2,60.7,1,Warning,47,-72,149.22,19.1,1,235198,ERR,0.3328,2.94
39623302,737673,248706,2024-04-19 04:38:24,Vibration,34.8186,lux,22.63,48.53,0,,36,-33,16.56,93.39,1,209263,OK,-1.1087,1.41
11423302,702228,206205,2023-10-26 10:25:28,Torque,18.5041,m,-0.16,47.21,0,,8,-79,34.33,141.73,1,253267,OK,0.4264,2.29
70672654,744149,371360,2023-10-18 09:17:42,Position,41.7224,g,28.14,62.49,0,,60,-21,177.2,88.99,1,267955,ERR,0.3585,2.38
77602057,768888,310545,2023-04-18 01:03:56,Position,47.1991,m/s,31.44,72.79,0,,85,-51,76.65,53.91,2,242832,WARN,0.2845,0.7
11389314,702228,312809,2025-08-17 13:12:58,Speed,52.5699,Nm,38.73,71.0,0,,27,-52,163.94,94.83,2,206937,ERR,1.1584,0.98
92969171,762012,279917,2023-09-06 05:06:53,Torque,83.3538,°C,68.63,105.89,0,,47,-54,97.59,23.1,3,235321,WARN,0.847,0.99
82507192,701359,238860,2023-09-06 02:35:26,Speed,46.0817,m,23.84,75.75,0,,45,-28,136.44,39.98,1,216408,WARN,0.837,2.78
13313504,744149,371360,2024-05-21 15:44:14,Temperature,60.4801,lux,33.81,81.42,1,Critical,21,-55,114.34,92.7,1,259083,ERR,-0.027,0.45
94935784,702621,227135,2023-05-13 21:48:43,Torque,61.7407,lux,32.54,90.33,1,Info,5,-25,153.39,5.33,3,242742,WARN,0.5549,3.25
63154283,743330,250275,2023-09-18 06:44:07,Temperature,54.4923,Pa,27.52,79.15,0,,13,-51,9.67,125.13,1,211550,ERR,-0.0359,3.75
40545975,710688,319485,2023-04-15 15:03:05,Pressure,38.5001,Pa,21.4,55.25,0,,72,-60,177.17,125.94,1,216408,WARN,-0.0868,0.21
91629339,714844,225777,2025-05-09 13:45:31,Current,9.882,m/s²,-15.77,26.83,1,Critical,52,-78,5.52,147.56,3,270500,CALIB,-0.1772,0.93
69903064,758399,196966,2023-12-28 11:42:04,Vibration,78.1928,g,66.27,96.27,0,,74,-88,138.36,132.38,2,222099,TIMEOUT,-0.0722,3.74
80609660,721245,237080,2024-04-07 21:38:41,Acceleration,12.8316,lux,-1.05,29.9,1,Info,97,-88,63.68,35.89,1,212996,TIMEOUT,0.2684,0.28
33197456,744760,307192,2023-01-03 03:13:09,Temperature,27.8643,g,-1.07,38.02,0,,15,-42,48.0,50.12,2,261589,CALIB,0.3191,2.45
30093821,713322,304514,2023-10-01 12:49:34,Current,64.9494,m,40.96,92.16,1,Info,77,-87,79.88,45.42,1,263154,OK,0.3323,0.87
92270371,747714,282126,2024-01-29 14:41:50,Position,29.3043,m/s²,1.8,50.51,0,,58,-22,16.56,44.26,3,239090,ERR,0.1035,1.29
57020843,716322,262631,2023-04-06 00:11:10,Position,81.1678,Nm,53.04,102.81,1,Warning,14,-63,18.38,7.7,3,205969,WARN,0.2295,0.29
33061560,749963,206986,2025-12-26 23:46:57,Vibration,45.9809,g,28.16,61.64,0,,8,-72,46.01,106.01,1,232907,WARN,-0.8567,1.37
81332248,732221,335025,2024-08-19 06:46:28,Acceleration,49.1766,A,33.61,69.29,0,,66,-27,105.69,60.24,2,245938,WARN,0.3504,0.73
