operation_id,robot_id,zone_id,timestamp,operation_type,duration_seconds,items_processed,distance_traveled_m,battery_start_pct,battery_end_pct,avg_speed_mps,payload_weight_kg,success_flag,error_code,shift,operator_id,priority_level,ambient_temp_c,ambient_humidity_pct,collision_count
19771027,330368,235198,2023-08-11 14:39:22,Pick,2642,191,0.56,26,0,2.6,24.55,1,NONE,Morning,2218,4,33.4,30,0
54590809,314889,235212,2025-05-24 22:53:45,Pick,1805,192,63.44,71,42,1.61,41.85,0,LOW_BAT,Morning,4619,3,18.9,32,2
86777161,187503,242742,2024-01-03 11:29:53,Place,1111,57,12.68,91,69,0.75,33.99,1,NONE,Morning,7148,3,27.7,32,0
60030166,730237,240291,2023-11-01 00:15:33,Pick,3050,51,6.87,90,65,2.59,60.95,1,NONE,Morning,8580,4,38.8,89,0
12590138,377800,249237,2025-09-09 06:52:45,Transport,3570,46,47.77,96,91,1.22,53.41,1,NONE,Morning,4281,1,12.8,47,0
21295401,783908,235198,2026-02-06 15:25:46,Place,3054,119,53.76,28,13,1.76,57.7,1,NONE,Night,9044,3,21.8,67,0
83639113,782278,219630,2024-11-06 07:50:35,Transport,1001,179,49.62,23,12,0.97,0.18,1,NONE,Afternoon,3487,4,37.1,20,0
48101694,592122,207246,2025-10-03 09:52:32,Restock,3513,182,38.06,65,10,1.53,1.49,1,NONE,Morning,7214,2,25.6,38,3
73354644,131223,239090,2025-10-19 23:38:52,Restock,1309,65,74.07,96,67,3.2,6.36,1,E002,Afternoon,5446,3,33.4,21,0
90336220,554513,235659,2024-12-16 11:53:54,Place,293,103,60.55,99,67,1.12,19.23,1,TIMEOUT,Afternoon,5545,2,25.3,77,0
17961438,601328,216408,2025-10-05 21:53:05,Place,1942,144,96.04,42,16,1.42,47.23,1,LOW_BAT,Afternoon,8707,3,29.4,78,0
50960054,727093,212996,2023-01-11 20:51:11,Charge,3440,135,58.87,50,0,1.83,37.22,1,NONE,Morning,9890,3,8.0,68,0
23229806,168708,246274,2023-02-12 22:39:54,Place,21,6,121.18,73,26,1.07,11.33,1,NONE,Night,8051,4,24.8,78,0
85798467,157435,237363,2025-12-10 13:00:28,Idle,39,177,98.45,93,52,3.39,45.54,1,E004,Night,4923,4,15.7,76,1
50715230,563550,205716,2023-06-20 18:22:27,Transport,24,184,0.34,33,15,0.46,2.86,1,E004,Night,7904,3,27.3,78,0
88898867,307192,235659,2025-06-03 22:59:45,Pick,3027,127,18.88,98,80,0.52,48.94,1,NONE,Afternoon,1674,4,18.8,25,0
36988740,206986,235659,2024-05-25 20:57:55,Place,849,81,46.15,85,29,2.24,15.23,1,NONE,Morning,6580,3,27.6,39,2
23079279,213652,206925,2025-08-16 02:17:22,Sort,1789,158,5.41,25,0,2.17,18.1,1,NONE,Morning,9848,2,9.8,31,2
88056338,590503,212996,2025-03-19 21:31:25,Transport,303,35,7.54,87,71,1.07,177.45,1,E001,Afternoon,4973,3,19.8,76,0
27355023,319485,232907,2023-03-29 08:08:48,Charge,3399,44,75.06,71,51,0.36,62.58,1,E002,Morning,6013,4,20.6,20,0
72485054,249592,232907,2024-02-14 14:06:41,Charge,2738,196,7.87,98,79,0.55,16.9,0,NONE,Night,3795,4,16.3,87,0
47537196,349083,249797,2026-01-25 14:34:33,Transport,2055,69,48.64,36,0,0.86,2.32,1,NONE,Afternoon,3960,2,25.8,74,0
14196782,213652,208059,2025-09-05 09:08:21,Place,3139,148,65.69,99,43,1.46,15.03,1,NONE,Night,6145,4,36.8,45,0
33442392,699389,208059,2025-12-20 12:06:59,Transport,742,80,98.15,23,0,2.0,30.34,1,NONE,Afternoon,2656,2,19.0,44,0
77507831,696967,239090,2026-03-09 06:26:46,Pick,1493,158,9.16,26,0,2.21,151.73,1,NONE,Morning,8199,2,33.7,50,0
21446394,177350,232480,2025-12-23 08:53:54,Transport,3493,160,127.63,55,35,2.46,0.65,1,LOW_BAT,Afternoon,1776,2,29.1,73,0
40388666,526139,232907,2024-12-06 20:27:00,Pick,1864,100,3.19,72,53,0.27,9.69,1,NONE,Morning,6302,3,31.2,40,1
33376727,599366,225644,2024-02-13 18:01:18,Inspect,1103,76,77.87,33,0,1.96,3.76,1,NONE,Morning,5020,2,15.0,20,0
75964437,389093,206925,2024-09-09 18:41:36,Idle,2209,137,5.91,41,18,0.25,6.72,1,NONE,Afternoon,1380,1,8.6,58,0
87398837,550316,242742,2025-08-25 13:28:21,Pick,3368,40,63.9,51,39,2.32,109.59,1,NONE,Afternoon,2628,3,35.3,71,0
80882363,695724,205980,2024-06-01 06:46:47,Idle,350,58,11.58,30,0,1.18,141.45,1,NONE,Morning,7087,4,27.7,68,1
74395011,216929,212996,2025-10-07 06:51:02,Charge,3581,9,68.46,34,6,2.17,41.15,1,E003,Morning,2767,4,33.2,61,1
18059431,369993,211550,2025-05-02 18:22:46,Charge,1696,103,34.57,31,26,1.72,0.44,1,NONE,Morning,5097,3,22.0,80,0
24564256,668497,242832,2023-09-12 12:42:41,Place,330,128,35.84,96,43,2.87,9.9,1,NONE,Night,4245,2,24.2,64,0
46475139,206205,238978,2026-01-24 17:14:56,Transport,3454,76,96.69,94,77,0.43,18.26,1,E004,Night,6859,3,32.5,53,0
84500848,659673,209294,2025-10-26 01:15:40,Transport,2056,149,55.4,70,52,1.92,95.79,1,E003,Morning,6155,2,8.2,73,2
31637141,120523,214068,2024-12-30 07:15:04,Place,756,85,50.56,74,43,1.16,23.96,1,NONE,Night,9408,2,35.1,22,0
29513379,745351,215159,2023-08-25 00:50:03,Transport,666,41,184.47,30,14,0.14,19.98,1,NONE,Afternoon,8685,2,39.0,56,0
12368578,555045,237363,2023-10-04 09:02:44,Pick,311,0,76.69,24,0,1.93,29.38,1,TIMEOUT,Morning,8127,3,36.5,60,0
42238969,524409,249237,2025-10-17 18:19:02,Sort,1910,170,91.63,50,9,2.76,18.01,1,NONE,Morning,4413,3,34.5,83,0
54564213,393242,210770,2023-01-22 08:52:41,Restock,1017,162,69.49,98,65,2.19,1.59,1,NONE,Morning,2694,3,20.0,83,0
52065647,599366,227057,2024-08-11 01:43:08,Place,1149,89,5.95,58,46,0.26,78.51,1,E005,Afternoon,2246,3,7.4,76,0
13575550,537992,246274,2025-01-22 20:11:50,Place,1977,43,54.17,84,55,2.3,22.97,0,E002,Afternoon,4039,5,28.7,44,0
28447034,763226,216408,2023-10-10 17:19:30,Pick,3451,118,17.52,49,33,2.54,58.31,1,NONE,Night,4107,2,30.5,22,1
10384748,608049,209294,2025-11-17 08:25:29,Sort,3127,94,24.72,44,0,0.35,22.98,1,NONE,Morning,9946,3,26.2,24,0
30247676,427515,232480,2024-09-27 03:15:47,Pick,387,70,88.84,84,37,1.41,29.52,1,NONE,Morning,8363,5,25.9,35,0
64423732,186751,206937,2023-03-22 05:25:20,Idle,1283,131,131.58,57,51,1.12,5.87,1,E003,Afternoon,1529,3,27.7,29,0
10785090,181509,208994,2024-01-25 07:38:06,Sort,803,45,2.36,78,47,2.65,148.42,1,TIMEOUT,Afternoon,9677,3,8.7,55,0
24834337,244916,212996,2024-04-28 10:43:05,Place,1247,6,0.13,78,32,1.35,1.56,1,E004,Morning,1298,4,26.1,47,0
58960432,745200,216408,2023-09-28 22:23:57,Idle,3249,33,12.9,78,47,0.81,6.91,1,NONE,Night,1699,4,39.3,33,0
60380096,462172,240291,2026-02-17 02:19:46,Place,1241,68,51.58,74,67,1.91,52.33,1,TIMEOUT,Afternoon,1541,4,29.7,61,2
90660257,497050,206937,2024-03-14 09:00:50,Place,2333,165,8.36,84,76,2.68,5.27,1,NONE,Morning,3058,3,10.4,74,1
61617042,195528,205980,2024-09-02 00:56:29,Inspect,3028,52,203.76,57,14,1.43,0.76,1,NONE,Afternoon,7931,4,32.2,63,0
93329132,330368,206937,2024-10-12 21:02:13,Place,990,192,13.37,44,13,3.15,86.1,1,E003,Morning,5318,4,8.9,35,0
75145523,244619,217505,2023-09-26 07:41:23,Pick,1694,26,20.75,60,28,2.31,42.28,1,TIMEOUT,Morning,6308,3,21.8,25,1
59543190,127736,210830,2024-11-21 13:59:22,Transport,2929,199,214.41,45,29,0.5,14.06,1,TIMEOUT,Night,4310,4,38.8,58,0
44481578,365277,206937,2024-03-06 01:06:31,Transport,1199,162,27.07,23,8,3.42,75.98,1,NONE,Morning,2784,3,34.5,54,0
20017305,600081,235198,2023-01-13 13:11:31,Transport,2410,13,36.96,48,24,2.56,23.93,0,TIMEOUT,Morning,1031,4,25.8,85,0
73463994,546062,232480,2024-05-11 07:08:42,Place,645,108,202.27,60,28,0.9,34.94,1,NONE,Morning,7376,2,14.2,68,0
94426276,695724,210770,2024-12-10 22:52:14,Charge,3308,136,20.44,61,33,1.15,29.02,1,E002,Afternoon,6243,2,16.0,55,0
42936891,757265,206937,2023-05-23 14:58:37,Place,460,91,153.66,47,0,1.7,56.95,1,NONE,Night,7949,4,15.4,27,0
41995525,493045,249797,2025-08-05 17:31:44,Transport,2485,196,27.29,78,67,0.17,15.98,1,NONE,Morning,2334,1,18.4,39,0
18800838,213652,214068,2024-01-12 22:06:07,Pick,3507,26,104.89,42,14,3.14,63.01,1,NONE,Afternoon,7523,2,21.8,31,0
63789661,236348,205980,2024-12-21 01:43:25,Transport,521,107,6.16,71,57,0.37,19.17,1,NONE,Morning,7210,5,5.6,43,0
37899107,184759,209263,2024-01-05 05:56:04,Idle,1756,102,9.37,41,41,0.68,3.23,1,E004,Night,3673,1,14.3,22,0
10681059,505413,210830,2025-02-26 15:08:40,Pick,3416,121,141.14,98,74,1.92,8.44,0,NONE,Night,4759,3,38.9,53,0
40202660,749454,212996,2023-07-07 04:43:58,Pick,269,53,30.25,71,68,2.81,4.32,1,NONE,Afternoon,3345,3,28.5,26,0
51621515,216929,208059,2025-01-12 17:20:28,Idle,1111,97,0.92,64,42,3.29,28.73,1,NONE,Morning,5064,3,7.9,34,0
51146066,547596,206925,2023-03-08 23:58:40,Place,3263,25,11.5,54,17,0.49,70.6,1,NONE,Morning,3022,4,19.9,52,0
76628004,555045,209263,2023-01-21 06:33:27,Place,489,24,33.25,80,58,0.15,6.89,0,E005,Morning,1879,2,35.8,84,0
57525293,465747,240291,2023-11-06 05:48:23,Transport,3435,105,4.73,54,14,2.48,18.96,1,NONE,Afternoon,4449,4,36.1,82,0
80627279,119450,237363,2023-08-01 03:31:25,Transport,2689,146,33.91,84,67,1.02,2.16,1,NONE,Morning,8968,4,12.7,57,1
36731344,702831,222099,2024-08-19 17:09:12,Pick,861,136,17.95,32,8,0.55,32.22,1,NONE,Morning,1709,4,38.8,87,0
30888704,433413,237363,2023-07-21 08:03:11,Idle,753,191,34.05,85,33,0.11,22.89,1,NONE,Morning,6912,4,23.6,53,0
58560173,730469,235321,2023-10-25 06:14:17,Pick,1144,11,110.82,96,82,3.38,52.97,1,NONE,Afternoon,6183,3,32.6,42,0
19507881,769037,235321,2023-04-30 02:36:58,Sort,1911,86,9.7,39,9,2.59,77.22,1,NONE,Night,3282,2,11.8,88,0
78806532,236348,235321,2025-12-14 11:36:15,Idle,3458,11,17.99,37,0,1.27,29.02,1,NONE,Afternoon,3176,3,27.5,63,0
26688706,244916,222099,2025-06-13 08:07:29,Pick,2855,72,33.83,96,75,2.13,36.4,1,E003,Afternoon,6412,4,18.2,83,0
92358935,320932,242832,2023-09-22 16:10:44,Idle,66,147,19.61,52,34,3.13,27.46,1,NONE,Morning,5875,3,22.0,34,0
98534167,568604,203407,2023-05-27 02:05:04,Charge,2125,118,7.28,75,34,3.2,34.11,1,LOW_BAT,Morning,5993,1,39.5,33,0
58374548,364234,240601,2025-10-30 21:42:55,Restock,1174,41,43.95,35,31,1.92,33.46,1,NONE,Morning,1211,5,28.7,81,0
40481010,161127,244872,2025-12-13 04:37:40,Charge,1912,13,53.9,54,39,3.29,19.79,1,LOW_BAT,Morning,6901,1,7.9,45,1
48635600,133671,249237,2023-08-05 22:08:34,Place,1554,30,144.07,76,52,2.68,2.42,1,NONE,Morning,3416,3,39.4,50,0
53134701,502333,208059,2024-03-12 06:28:06,Transport,2124,84,37.95,91,78,1.96,1.61,0,E003,Afternoon,6297,4,13.9,81,0
16806390,312809,239090,2023-05-24 20:45:51,Charge,2775,192,13.62,54,22,1.4,13.41,1,NONE,Morning,1211,2,19.8,73,0
27778524,225777,240601,2024-05-29 19:04:18,Idle,863,78,60.14,26,0,3.28,48.53,1,NONE,Afternoon,1333,4,10.2,44,0
81039726,591912,245938,2023-07-17 15:16:36,Transport,1330,35,53.1,53,0,0.76,3.25,1,NONE,Afternoon,3732,3,30.0,25,2
14743273,493045,219630,2024-09-10 05:14:47,Sort,176,53,52.51,71,35,1.95,78.71,1,TIMEOUT,Morning,7207,2,37.3,77,0
50364131,770285,208994,2025-02-23 21:45:41,Place,1224,136,1.0,90,55,0.55,22.91,1,E005,Night,4101,3,30.2,23,0
88752443,214819,205716,2025-07-09 10:08:44,Restock,3559,55,74.87,86,43,0.55,48.28,1,E002,Morning,8915,3,21.1,34,0
17865810,275174,221982,2025-09-14 07:12:54,Place,2628,162,18.19,80,68,0.3,37.37,1,E003,Morning,5031,4,38.0,84,0
93298569,412748,225896,2026-03-28 05:17:46,Pick,2437,7,82.59,33,5,1.15,43.2,1,LOW_BAT,Night,7718,2,33.7,49,0
52564772,762176,210830,2023-06-06 07:57:33,Pick,3059,65,23.12,61,12,2.82,24.79,1,E002,Morning,2632,3,33.8,36,0
48105603,747515,227751,2023-11-01 22:00:30,Inspect,2053,50,121.89,66,56,0.73,57.76,1,NONE,Afternoon,6369,4,5.7,59,0
74194715,476339,206937,2025-01-19 06:47:38,Idle,344,92,30.49,57,40,2.93,17.82,1,NONE,Afternoon,8768,4,25.2,80,0
79948273,608711,210830,2025-09-25 09:27:38,Place,2372,79,46.09,93,80,3.48,1.04,0,NONE,Morning,3412,3,15.2,38,0
52573409,524409,232907,2025-07-29 23:44:05,Inspect,521,110,16.49,96,39,1.89,37.05,1,TIMEOUT,Morning,8024,5,10.2,64,0
17481046,244619,235659,2025-06-03 19:17:04,Pick,710,65,31.19,36,15,2.78,14.18,1,NONE,Morning,1395,5,14.3,85,0
97176947,269402,239090,2024-01-15 21:13:57,Pick,2378,40,3.76,96,77,2.37,19.55,1,E005,Afternoon,8478,3,20.6,88,0
10795609,467675,227057,2024-03-19 15:24:57,Pick,3327,128,102.06,87,39,1.66,4.56,0,E005,Afternoon,1981,3,25.8,20,0
88449736,653177,203407,2023-04-07 22:25:10,Place,1138,59,13.16,76,22,1.07,35.89,1,NONE,Night,5919,3,32.7,73,0
49064506,617139,244872,2024-01-17 16:53:43,Transport,1087,175,43.54,50,50,2.38,12.09,1,NONE,Afternoon,2529,5,26.0,75,0
56332628,668497,247949,2023-07-09 15:07:37,Pick,2409,192,28.55,80,28,0.88,1.79,1,NONE,Morning,6646,2,12.9,52,0
78852764,659673,205969,2026-02-14 19:01:53,Pick,1133,46,60.85,66,24,1.35,9.08,1,NONE,Afternoon,5672,3,19.3,70,0
94645692,474226,235198,2023-04-22 08:02:51,Place,634,54,82.96,91,40,0.63,59.51,1,E002,Afternoon,3575,1,26.3,29,0
23537525,429636,235659,2024-03-17 21:45:01,Pick,837,190,30.73,76,71,2.06,95.87,1,NONE,Afternoon,4490,2,5.2,67,0
83024900,590503,215159,2025-12-14 20:23:34,Transport,2896,162,8.47,97,95,0.66,41.8,1,NONE,Night,4034,3,9.3,50,0
69502409,353110,237363,2026-03-08 07:23:58,Transport,2211,89,29.36,53,33,2.83,9.01,1,NONE,Night,1847,4,24.6,23,3
43144300,598220,210830,2024-04-03 01:39:41,Pick,1163,107,22.07,26,0,1.72,2.31,1,E004,Morning,8137,4,6.5,32,2
48316077,701561,215159,2024-07-19 22:46:45,Pick,3587,48,61.81,59,30,2.53,23.1,1,TIMEOUT,Afternoon,3854,3,39.0,78,0
79426884,195528,205980,2024-09-28 09:24:20,Transport,1213,129,49.59,99,56,1.64,3.99,0,NONE,Night,6024,4,15.2,48,0
22602409,704010,240291,2025-09-26 19:31:04,Idle,2474,187,15.85,72,58,2.73,39.29,1,NONE,Morning,1050,4,17.5,27,0
55526709,465747,214068,2025-07-23 17:23:42,Transport,652,91,6.49,76,56,3.11,3.25,1,E002,Afternoon,7782,2,23.1,31,1
74996599,598631,203407,2024-09-29 07:41:27,Transport,3382,86,4.7,70,18,1.69,30.85,1,E005,Night,5075,4,9.7,32,0
58520054,171328,245938,2024-03-27 17:48:35,Restock,768,117,48.46,67,38,1.36,14.09,1,E005,Night,4838,1,30.5,34,0
50307189,248706,238978,2024-03-28 19:32:00,Idle,1556,164,56.43,24,0,2.55,43.89,1,E004,Morning,4918,2,22.7,82,0
56855891,225817,244872,2025-02-28 07:24:42,Place,2158,108,40.31,53,15,3.38,4.99,1,NONE,Afternoon,9854,2,29.7,24,0
56037460,405049,235198,2025-10-12 16:32:42,Sort,1879,88,47.89,26,16,0.7,47.32,0,NONE,Morning,5530,3,8.5,52,1
82331067,206205,227013,2023-04-04 05:49:29,Transport,2097,96,51.56,46,0,2.64,0.14,0,NONE,Night,4651,4,18.9,84,2
83885036,520396,214068,2025-07-23 21:51:15,Transport,2789,2,26.81,77,21,0.11,49.26,1,NONE,Afternoon,4003,2,24.6,39,0
92671698,206986,238978,2024-08-07 18:45:01,Charge,2969,160,61.38,84,38,3.44,95.32,1,NONE,Morning,8489,4,38.0,57,0
16491285,365277,205969,2023-06-26 13:34:39,Place,1228,71,52.2,37,9,2.81,10.61,1,NONE,Afternoon,7671,4,5.1,67,2
38756591,378959,249237,2023-04-28 08:48:34,Sort,2272,176,47.9,72,47,3.32,18.19,1,LOW_BAT,Night,2527,3,33.6,27,0
88909570,544591,208059,2024-02-14 20:16:04,Pick,2054,74,37.66,38,21,0.46,28.54,1,NONE,Afternoon,3743,2,25.7,33,0
67772896,282464,210830,2023-10-29 21:55:27,Place,1545,51,34.15,36,0,0.27,23.89,1,E003,Morning,2052,3,14.8,79,0
43913291,555045,215159,2023-05-07 14:25:16,Pick,1826,176,43.94,96,78,1.59,18.71,1,E005,Night,2421,2,38.1,52,0
66556797,671347,206536,2023-12-23 16:51:31,Charge,2894,27,21.99,68,57,0.3,93.48,1,NONE,Morning,8114,3,10.1,87,0
51683345,697881,216408,2025-10-10 19:05:53,Pick,2449,155,26.87,35,32,0.28,165.63,1,NONE,Morning,9938,4,34.3,38,0
89874752,714245,244872,2025-05-22 13:57:56,Place,69,162,51.55,31,6,0.41,0.49,1,NONE,Night,5458,4,20.1,26,0
60230206,631823,208059,2023-09-12 04:32:25,Sort,240,44,2.18,23,0,0.31,25.4,1,E003,Afternoon,5568,4,21.1,43,0
50249051,133536,232480,2025-03-30 17:03:23,Pick,2529,42,77.47,59,12,0.43,7.73,1,NONE,Night,1762,3,15.2,83,1
66121587,214819,217505,2024-07-03 06:23:32,Pick,1919,66,108.71,28,0,1.35,72.87,0,NONE,Afternoon,3132,3,28.3,79,1
27114447,757265,241320,2025-06-27 10:47:07,Transport,1960,173,2.0,66,30,1.81,71.22,1,NONE,Afternoon,1850,3,23.2,80,0
79366868,499072,247949,2023-10-28 16:54:13,Place,3049,68,39.27,54,2,0.45,7.15,1,NONE,Morning,8518,1,25.0,35,0
28277728,319485,216408,2023-03-17 02:15:33,Pick,803,20,40.98,70,24,2.28,19.67,1,LOW_BAT,Morning,5372,4,30.5,29,0
12134637,745351,220452,2024-01-16 09:58:26,Place,924,81,11.27,36,0,2.17,28.96,1,NONE,Morning,2453,3,6.6,79,0
14614883,214819,220452,2026-04-23 14:23:32,Pick,2298,18,1.61,31,1,1.1,29.48,1,NONE,Morning,7784,3,10.1,47,0
15951995,621297,216408,2024-11-06 21:36:06,Pick,2815,106,47.86,28,23,1.13,11.78,1,NONE,Morning,7985,4,22.4,67,0
19065564,171277,205716,2023-03-08 04:11:38,Idle,3552,36,40.46,27,5,3.45,81.43,0,NONE,Night,1100,4,20.8,23,0
14560913,592215,232480,2026-04-01 01:56:31,Place,3345,55,6.9,25,0,1.12,10.96,1,NONE,Afternoon,2196,3,20.8,86,0
37109761,269402,238978,2025-10-01 02:37:24,Transport,1253,2,21.51,40,0,3.18,32.46,1,NONE,Afternoon,4465,2,12.2,81,0
96471351,493045,225896,2024-10-23 03:20:16,Pick,648,4,17.78,84,84,0.79,22.3,1,NONE,Morning,9739,2,33.5,45,0
19230663,698365,225644,2025-06-19 04:00:30,Restock,2302,149,50.6,68,63,0.71,24.31,1,NONE,Afternoon,3411,4,6.7,69,0
70849180,614554,203407,2023-08-13 16:19:53,Idle,682,184,72.08,40,1,3.02,21.54,1,LOW_BAT,Morning,1930,1,24.3,40,0
88398227,227135,211550,2024-12-20 13:58:33,Place,1587,79,2.25,94,36,2.16,2.24,1,NONE,Morning,5453,5,34.0,73,0
82829975,493045,208994,2026-01-15 04:43:55,Charge,1093,3,63.76,80,37,2.7,0.87,1,NONE,Night,1010,3,27.4,79,0
42581668,603285,235321,2023-02-17 08:49:13,Place,1418,189,104.27,82,26,2.06,6.66,1,E001,Morning,9853,3,39.4,63,0
14747979,345017,216408,2025-07-09 16:09:02,Pick,3189,81,74.4,91,88,3.41,13.03,1,E003,Morning,3118,3,18.3,65,0
43162058,505413,206937,2025-06-06 19:07:52,Place,1112,73,86.52,79,27,0.2,19.15,1,NONE,Morning,4280,4,5.1,89,0
64141711,534072,210830,2025-06-18 16:00:36,Transport,3069,158,5.06,96,89,0.61,5.3,0,NONE,Morning,5345,2,30.7,62,0
78175572,590885,235321,2025-02-27 11:40:47,Place,831,140,90.15,46,0,0.48,106.05,0,NONE,Afternoon,6035,4,18.8,56,0
22762543,353110,249237,2023-06-16 19:24:45,Place,1082,147,23.31,88,30,2.38,29.29,1,NONE,Night,4220,4,27.2,67,0
37120385,106626,210830,2023-05-20 06:48:07,Charge,855,136,24.87,28,0,1.17,37.59,1,TIMEOUT,Afternoon,8889,3,9.9,48,2
64133997,769037,244872,2025-08-21 20:11:09,Inspect,2695,3,13.18,44,13,2.77,19.76,1,NONE,Afternoon,9971,3,32.7,39,0
74366404,371360,225896,2025-11-05 20:10:24,Inspect,2789,64,55.78,91,62,0.52,63.14,1,E001,Morning,7470,1,15.1,70,1
37982782,108924,244872,2023-04-06 12:36:26,Transport,135,135,26.03,30,0,0.88,8.35,1,NONE,Morning,6721,3,10.8,75,0
84018069,203076,237363,2024-12-07 12:38:01,Transport,1172,178,16.2,60,11,0.32,29.31,1,E002,Afternoon,7936,3,34.3,46,0
82162537,371961,216408,2024-08-31 15:56:18,Transport,3374,126,169.38,47,31,3.48,6.9,1,NONE,Afternoon,3888,3,19.8,74,0
42416023,356102,205980,2024-03-01 15:39:56,Place,1911,79,10.89,28,12,2.54,33.61,1,NONE,Night,2792,5,8.8,24,0
58247045,659673,247949,2025-02-23 10:04:04,Charge,647,178,46.47,38,0,0.47,27.26,1,NONE,Afternoon,6798,4,6.4,76,0
53003073,592215,239090,2026-01-16 16:21:05,Pick,776,110,125.73,62,12,2.3,5.95,1,E004,Morning,5603,3,31.8,59,0
70193380,563550,215159,2025-09-26 04:10:03,Inspect,1680,26,28.91,70,38,1.59,14.35,1,LOW_BAT,Morning,2552,3,34.3,34,0
39000605,488883,238978,2023-07-06 03:53:07,Place,772,79,42.5,74,62,3.22,32.21,1,E001,Afternoon,9456,3,23.9,36,0
39662338,781738,209263,2024-07-17 03:24:30,Pick,1576,169,56.81,30,0,0.56,106.2,1,NONE,Morning,1954,4,32.0,47,2
48084778,763226,209294,2026-02-11 20:21:07,Pick,2117,87,23.5,45,0,0.19,37.21,1,NONE,Afternoon,3776,5,28.0,80,0
29425784,178884,203407,2023-10-16 00:27:58,Idle,1683,110,48.79,28,9,0.62,47.76,1,NONE,Night,7147,2,9.3,82,0
62267242,175999,207246,2025-11-04 12:55:41,Pick,2102,10,6.95,20,0,3.29,8.86,0,E002,Night,3706,5,35.7,73,0
96225945,225817,246274,2024-08-19 15:24:36,Transport,212,131,18.59,51,26,3.26,9.92,1,TIMEOUT,Afternoon,5538,3,24.4,48,0
87488516,361825,208059,2024-09-26 00:10:02,Place,1823,62,243.84,69,19,0.33,2.24,0,NONE,Afternoon,1715,1,14.7,44,0
51771968,117571,240601,2023-11-01 06:04:24,Transport,206,18,26.85,49,8,1.88,11.04,1,NONE,Morning,5442,2,21.7,79,0
24920472,495019,242832,2026-01-22 20:19:30,Transport,2498,189,31.89,23,0,2.43,18.86,1,E002,Morning,6233,4,28.9,71,0
54660132,501118,205716,2024-10-04 22:19:17,Restock,1892,81,29.66,37,0,0.11,7.82,1,NONE,Morning,7835,3,36.6,21,0
54947507,750122,205716,2024-11-30 01:08:00,Place,2296,166,278.72,54,18,0.16,6.38,1,E001,Afternoon,5572,3,32.7,38,0
12205341,653177,205716,2024-07-16 09:50:19,Place,1212,140,42.82,48,19,0.33,25.55,1,NONE,Morning,4208,4,38.1,27,1
53141459,754294,249797,2023-04-19 14:20:58,Pick,728,176,42.89,85,30,2.49,16.81,1,TIMEOUT,Morning,8883,4,36.8,63,0
24728406,244619,225644,2025-08-07 02:14:34,Transport,2441,86,69.33,67,41,3.3,63.81,1,E003,Night,9896,5,18.6,35,0
81498277,227135,219630,2024-02-04 13:37:42,Sort,209,142,15.84,99,74,0.33,7.77,1,NONE,Morning,5262,3,13.0,28,0
58723691,750122,207246,2023-10-19 22:47:23,Pick,1745,187,159.52,34,11,0.59,16.98,1,NONE,Afternoon,6805,4,11.2,41,0
37375217,349409,235321,2025-08-08 23:11:14,Restock,978,130,12.94,49,36,1.69,0.7,1,NONE,Morning,6342,3,19.2,74,0
10238559,590503,203407,2023-09-01 04:22:03,Pick,1285,132,115.38,26,10,1.6,4.05,1,NONE,Morning,9293,4,22.5,34,0
61389887,515689,217119,2025-04-10 05:19:12,Idle,1558,179,71.41,21,16,0.82,0.56,0,NONE,Afternoon,7116,5,20.2,70,0
73377427,244619,205969,2024-07-30 14:37:29,Charge,1656,70,58.37,93,50,0.78,7.31,1,E001,Morning,8890,1,32.8,88,0
48167494,427310,235212,2025-08-30 17:34:53,Inspect,757,107,13.23,59,24,0.57,13.18,1,NONE,Morning,7283,3,35.1,45,0
91491848,133536,242742,2023-03-03 09:55:09,Transport,462,146,125.4,72,17,0.95,8.12,1,NONE,Afternoon,1239,3,17.7,20,0
27663239,168708,217505,2025-07-30 21:29:57,Charge,1741,183,36.02,42,6,2.96,2.39,1,NONE,Morning,9976,4,18.5,58,0
77911220,608711,209294,2023-10-06 21:04:36,Pick,1027,159,22.64,24,20,1.66,24.06,1,LOW_BAT,Morning,1027,4,9.9,40,0
54611404,591912,244872,2025-11-24 16:16:10,Place,141,83,30.71,91,54,3.22,6.38,1,E002,Afternoon,2751,4,16.6,38,2
35936965,709931,242832,2024-03-06 02:31:27,Idle,3086,157,28.59,72,62,2.96,32.17,1,NONE,Morning,8606,4,7.7,55,0
50485686,495019,240291,2023-01-09 12:00:24,Pick,1722,119,25.71,76,74,1.9,14.49,1,NONE,Afternoon,3736,4,6.7,76,0
17251513,769037,221982,2024-08-15 22:59:07,Idle,329,91,5.41,62,23,2.9,9.39,0,NONE,Morning,4087,3,26.9,50,1
68564510,187503,235198,2023-03-08 13:23:01,Place,1271,94,53.58,52,51,0.66,52.64,0,E003,Morning,7481,4,19.1,87,0
46792878,427515,215159,2023-11-24 15:14:27,Place,436,151,19.66,53,29,2.28,51.02,1,NONE,Morning,8289,3,17.0,63,0
71239323,717829,242832,2025-05-21 11:40:16,Transport,3453,3,18.24,80,27,3.3,61.57,1,NONE,Afternoon,5916,3,23.1,24,0
56371366,667253,203407,2024-11-12 17:36:55,Pick,1746,189,31.07,38,23,2.21,29.63,1,E005,Morning,6092,4,24.9,71,0
